kepid,kepoi_name,kepler_name,koi_disposition,adopted_Teff,Prot,adopted_rp,adopted_period,flag_dr3_ruwe_outlier,flag_koi_is_grazing,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,Li_EW,comment,are_gyro_and_li_consistent
7093401,K03433.01,--,CANDIDATE,5202,11.53,36.05,34.08,1,1,642,4,0,$1087^{+86}_{-91}$,--,--,,--
9776794,K04363.01,--,CANDIDATE,4965,11.61,6.81,18.22,0,1,512,4,0,$1107^{+101}_{-136}$,--,--,,--
1721157,K04644.01,--,CANDIDATE,4917,11.69,1.16,3.45,0,0,0,0,0,$1117^{+105}_{-151}$,--,--,,--
7768451,K01527.01,--,CANDIDATE,5603,11.85,3.81,192.67,0,1,0,4,1,$1164^{+131}_{-99}$,$> 751$,$4\pm11$,,Yes
7335514,K06860.01,--,CANDIDATE,4405,13.15,0.41,0.58,0,0,0,0,1,$1166^{+196}_{-356}$,$> 164$,$12\pm8$,,Yes
5184911,K02719.02,--,CANDIDATE,4601,12.53,1.28,106.26,0,0,0,0,1,$1166^{+152}_{-307}$,$> 180$,$16\pm15$,,Yes
9008103,K03283.02,--,CANDIDATE,4703,12.61,1.32,20.57,0,0,0,0,1,$1264^{+103}_{-168}$,$> 233$,$-8\pm24$,,Yes
4172013,K02386.01,--,CANDIDATE,6018,7.76,28.42,16.27,1,1,132,4,0,$1305^{+835}_{-488}$,--,--,,--
7918652,K02984.01,--,CANDIDATE,6415,12.85,1.43,11.46,0,0,2055,0,1,--,$1332^{+2369}_{-953}$,$64\pm3$,,--
5441980,K00607.01,--,CANDIDATE,5687,13.04,11.83,5.89,0,1,0,4,0,$1463^{+250}_{-150}$,--,--,,--
8509442,K02992.01,--,CANDIDATE,4166,14.69,2.19,82.66,0,0,0,0,1,$1501^{+165}_{-346}$,$> 83$,$34\pm23$,,Yes
2307199,K00151.01,--,CANDIDATE,6248,--,5.24,13.45,--,1,129,4,1,--,$1524^{+2479}_{-1039}$,$65\pm4$,,--
5792202,K00841.04,--,CANDIDATE,5331,14.69,23.01,269.31,0,1,0,4,1,$1535^{+77}_{-76}$,$> 437$,$-8\pm34$,,Yes
11030475,K02248.03,--,CANDIDATE,5167,14.69,1.08,0.76,0,0,0,0,1,$1545^{+70}_{-72}$,$> 387$,$12\pm21$,,Yes
5730445,K02189.01,--,CANDIDATE,4885,14.49,4.44,33.36,1,1,128,4,0,$1558^{+66}_{-68}$,--,--,,--
4820550,K03823.01,--,CANDIDATE,5564,14.39,5.57,202.12,0,1,0,4,1,$1576^{+177}_{-114}$,$> 524$,$27\pm3$,,Yes
8096395,K07587.01,--,CANDIDATE,5461,15.00,2.57,366.09,1,1,640,4,1,$1614^{+117}_{-92}$,$> 437$,$31\pm3$,,Yes
8222627,K04098.01,--,CANDIDATE,4772,15.11,2.39,1.12,1,0,128,0,1,$1646^{+65}_{-66}$,$> 261$,$11\pm5$,,Yes
8715589,K05563.01,--,CANDIDATE,5325,15.42,3.80,7.62,1,0,642,0,0,$1652^{+94}_{-81}$,--,--,,--
11702948,K01465.01,--,CANDIDATE,5737,13.43,12.71,9.77,0,1,0,4,0,$1652^{+392}_{-220}$,--,--,,--
4263529,K03358.01,--,CANDIDATE,5369,15.74,3.12,10.10,0,1,2048,4,1,$1691^{+87}_{-81}$,$> 663$,$3\pm12$,,Yes
8018547,K00902.01,--,CANDIDATE,4551,15.42,6.50,83.92,0,0,0,0,1,$1705^{+72}_{-74}$,$> 172$,$14\pm18$,,Yes
11462341,K02124.01,--,CANDIDATE,4485,15.64,1.45,42.34,1,1,640,4,1,$1742^{+76}_{-78}$,$> 157$,$-8\pm38$,,Yes
10717241,K00430.02,--,CANDIDATE,4267,15.74,0.91,9.34,0,0,0,0,1,$1794^{+105}_{-108}$,$> 116$,$23\pm16$,,Yes
4249611,K02821.01,--,CANDIDATE,5587,15.53,3.35,79.25,0,0,0,0,0,$1800^{+218}_{-139}$,--,--,,--
4242147,K01934.01,--,CANDIDATE,4704,16.53,2.01,28.78,0,0,0,0,1,$1821^{+66}_{-66}$,$> 264$,$4\pm7$,,Yes
8074328,K02486.01,--,CANDIDATE,6020,--,1.42,4.27,--,0,0,0,1,--,$1824^{+2459}_{-1137}$,$62\pm3$,,No
6527078,K04657.01,--,CANDIDATE,5229,17.05,0.60,7.58,0,0,2048,0,1,$1849^{+77}_{-75}$,$> 758$,$-18\pm8$,,Yes
9456281,K04207.01,--,CANDIDATE,4216,15.97,0.98,0.70,0,0,0,0,1,$1850^{+112}_{-115}$,$> 136$,$5\pm15$,,Yes
11904734,K01764.01,--,CANDIDATE,4824,17.59,7.25,12.68,1,1,128,4,0,$1922^{+65}_{-65}$,--,--,,--
5802637,K04398.01,--,CANDIDATE,5189,17.82,1.60,7.34,0,0,64,0,0,$1945^{+79}_{-76}$,--,--,,--
7976520,K00687.01,--,CANDIDATE,5040,18.34,3.13,4.18,1,0,2176,0,1,$1995^{+71}_{-70}$,$> 162$,$39\pm3$,,Yes
8345384,K04399.01,--,CANDIDATE,5452,17.69,1.23,42.10,0,1,0,4,1,$2030^{+136}_{-110}$,$> 794$,$1\pm8$,,Yes
5095635,K02607.01,--,CANDIDATE,5637,16.53,1.67,0.75,0,0,0,0,1,$2064^{+255}_{-180}$,$> 506$,$21\pm15$,,Yes
3453214,K00802.01,--,CANDIDATE,5739,15.40,14.14,19.62,0,0,0,0,0,$2083^{+436}_{-281}$,--,--,,--
6679295,K02862.01,--,CANDIDATE,3877,17.59,1.64,24.58,1,0,416,0,0,$2083^{+195}_{-277}$,--,--,,--
5903749,K03029.01,--,CANDIDATE,5300,18.73,2.24,18.98,0,1,512,4,0,$2095^{+98}_{-91}$,--,--,,--
9712350,K02613.01,--,CANDIDATE,5146,19.25,2.45,51.57,0,0,0,0,0,$2119^{+86}_{-81}$,--,--,,--
6438099,K02976.01,--,CANDIDATE,5406,18.60,2.58,21.61,0,0,0,0,0,$2142^{+138}_{-112}$,--,--,,--
10647452,K04366.01,--,CANDIDATE,5289,19.12,1.11,0.76,0,0,0,0,1,$2150^{+109}_{-95}$,$> 554$,$-8\pm23$,,Yes
2975770,K01788.02,--,CANDIDATE,4718,19.52,2.75,369.07,0,1,0,4,1,$2154^{+79}_{-75}$,$> 258$,$6\pm9$,,Yes
8684730,K00319.01,--,CANDIDATE,5882,--,10.66,46.15,--,1,518,4,1,--,$2158^{+2634}_{-1279}$,$58\pm2$,,No
5352640,K04467.01,--,CANDIDATE,5202,19.52,1.64,2.94,0,0,512,0,0,$2170^{+95}_{-88}$,--,--,,--
8644911,K05553.01,--,CANDIDATE,5806,14.79,2.32,120.94,0,0,512,0,0,$2171^{+661}_{-408}$,--,--,,--
10928043,K01315.01,--,CANDIDATE,6304,11.49,1.47,6.85,0,1,2049,4,1,--,$2183^{+3300}_{-1504}$,$57\pm4$,,--
12105051,K00141.01,--,CANDIDATE,5183,19.99,5.11,2.62,1,0,896,0,1,$2227^{+98}_{-90}$,$> 529$,$6\pm11$,,Yes
6862328,K00865.01,--,CANDIDATE,5646,17.49,7.56,119.02,0,0,0,0,0,$2268^{+281}_{-205}$,--,--,,--
6879865,K00417.01,--,CANDIDATE,5984,11.85,24.09,19.19,0,1,518,4,0,$2291^{+903}_{-662}$,--,--,,--
5184709,K01670.01,--,CANDIDATE,6006,11.44,2.09,10.58,0,0,0,0,0,$2314^{+945}_{-703}$,--,--,,--
11288772,K07435.01,--,CANDIDATE,5797,15.96,0.82,1.37,1,0,128,0,0,$2388^{+435}_{-334}$,--,--,,--
4552729,K02691.01,--,CANDIDATE,4709,21.81,3.14,97.45,0,0,0,0,1,$2432^{+104}_{-94}$,$> 247$,$-31\pm26$,,Yes
9936080,K04431.01,--,CANDIDATE,6103,9.90,1.42,19.57,0,0,2566,0,1,$2435^{+908}_{-834}$,$> 382$,$17\pm3$,,Yes
8301878,K03301.01,--,CANDIDATE,5709,--,2.18,20.71,--,0,518,0,1,--,$2442^{+2979}_{-1402}$,$53\pm4$,,No
7811397,K01477.01,--,CANDIDATE,5110,21.81,9.26,169.50,0,0,0,0,1,$2452^{+115}_{-103}$,$> 276$,$26\pm21$,,Yes
9100484,K01399.01,--,CANDIDATE,4770,22.43,2.22,8.75,0,0,0,0,1,$2496^{+107}_{-97}$,$> 244$,$9\pm17$,,Yes
5040077,K03065.01,--,CANDIDATE,5867,15.21,1.10,0.90,0,0,0,0,1,$2507^{+614}_{-460}$,$> 387$,$30\pm10$,,Yes
8439618,K05518.01,--,CANDIDATE,5865,15.30,4.36,558.22,0,0,0,0,0,$2520^{+670}_{-484}$,--,--,,--
7887791,K01964.01,--,CANDIDATE,5364,21.36,0.60,2.23,1,0,640,0,1,$2549^{+159}_{-138}$,$> 785$,$-1\pm5$,,Yes
7256914,K04136.01,--,CANDIDATE,5758,--,1.41,2.42,--,1,518,4,1,--,$2554^{+3053}_{-1491}$,$53\pm4$,,No
7256914,K04136.02,--,CANDIDATE,5758,--,1.51,4.03,--,1,518,4,1,--,$2554^{+3053}_{-1491}$,$53\pm4$,,No
9872292,K01537.01,--,CANDIDATE,5997,12.60,1.43,10.19,0,0,2566,0,1,$2571^{+933}_{-703}$,$> 574$,$0\pm9$,,Yes
4349442,K01803.01,--,CANDIDATE,4687,22.89,2.38,4.54,0,1,0,4,1,$2588^{+118}_{-109}$,$> 261$,$-1\pm11$,,Yes
10221013,K00728.01,--,CANDIDATE,5652,19.10,11.52,7.19,0,1,0,4,0,$2591^{+325}_{-245}$,--,--,,--
10384298,K03224.01,--,CANDIDATE,5281,22.11,0.57,3.44,0,0,0,0,1,$2599^{+145}_{-131}$,$> 671$,$4\pm7$,,Yes
5360920,K01675.01,--,CANDIDATE,5547,20.46,25.17,14.62,0,1,0,4,0,$2632^{+248}_{-195}$,--,--,,--
10917681,K01963.01,--,CANDIDATE,5970,13.50,2.55,12.90,1,1,646,4,1,$2637^{+877}_{-655}$,$> 535$,$9\pm10$,,Yes
10467714,K04480.01,--,CANDIDATE,5574,20.31,1.75,58.75,1,0,2176,0,1,$2656^{+304}_{-224}$,$> 717$,$2\pm13$,,Yes
4274548,K01331.01,--,CANDIDATE,4698,23.70,1.93,6.80,0,0,0,0,1,$2704^{+127}_{-121}$,$> 199$,$9\pm25$,,Yes
3554031,K01194.02,--,CANDIDATE,4501,22.74,1.69,14.86,0,0,0,0,1,$2706^{+149}_{-137}$,$> 162$,$-8\pm35$,,Yes
7984574,K02400.01,--,CANDIDATE,5796,17.94,2.48,11.62,0,0,0,0,0,$2799^{+490}_{-375}$,--,--,,--
5906426,K02377.01,--,CANDIDATE,5261,23.38,1.55,13.90,0,1,256,4,0,$2832^{+386}_{-209}$,--,--,,--
9904006,K02135.02,--,CANDIDATE,6186,10.11,1.58,20.19,0,0,518,0,1,$2836^{+950}_{-957}$,$> 184$,$32\pm4$,,Yes
10597693,K02958.01,--,CANDIDATE,6081,11.43,1.89,31.61,1,0,128,0,0,$2837^{+1082}_{-831}$,--,--,,--
11395587,K00350.01,--,CANDIDATE,5803,18.21,1.97,12.99,0,0,0,0,1,$2879^{+432}_{-349}$,$> 561$,$17\pm11$,,Yes
8008067,K00316.03,--,CANDIDATE,5723,19.68,1.71,7.31,0,1,2048,4,1,$2889^{+301}_{-257}$,$> 794$,$8\pm4$,,Yes
11716643,K05929.01,--,CANDIDATE,5778,18.74,5.76,466.00,0,1,0,4,1,$2895^{+490}_{-367}$,$> 693$,$-4\pm16$,,Yes
6436029,K02828.02,--,CANDIDATE,4629,25.03,2.70,505.46,0,0,2048,0,1,$2950^{+148}_{-142}$,$> 233$,$-20\pm17$,,Yes
4276716,K01619.01,--,CANDIDATE,4810,25.58,0.72,20.67,0,0,0,0,1,$2966^{+140}_{-136}$,$> 334$,$0\pm8$,,Yes
9958962,K00593.04,--,CANDIDATE,6004,15.00,2.68,240.19,0,1,0,4,0,$2970^{+1191}_{-861}$,--,--,,--
8266276,K01731.01,--,CANDIDATE,4748,25.58,2.36,2.59,0,1,512,4,1,$3000^{+156}_{-146}$,$> 261$,$7\pm8$,,Yes
3115833,K00797.01,--,CANDIDATE,5988,15.50,7.73,10.18,1,1,132,4,0,$3014^{+1167}_{-833}$,--,--,,--
10336951,K02401.01,--,CANDIDATE,4940,25.94,2.36,38.23,0,0,512,0,1,$3035^{+149}_{-144}$,$> 369$,$6\pm10$,,Yes
10394802,K05790.01,--,CANDIDATE,4797,26.12,3.97,178.27,0,1,272,4,1,$3055^{+145}_{-142}$,$> 292$,$-46\pm25$,,Yes
4935172,K02962.01,--,CANDIDATE,5919,17.24,0.93,2.17,1,0,900,0,0,$3104^{+1134}_{-743}$,--,--,,--
2970670,K06299.01,--,CANDIDATE,5633,22.11,0.73,0.95,0,0,0,0,1,$3111^{+289}_{-244}$,$> 776$,$-17\pm19$,,Yes
6523351,K03117.01,--,CANDIDATE,5437,24.17,0.87,6.07,1,1,128,4,1,$3138^{+214}_{-193}$,$> 767$,$6\pm4$,,Yes
3236705,K03343.01,--,CANDIDATE,5686,21.81,2.00,83.27,0,0,0,0,0,$3191^{+323}_{-267}$,--,--,,--
4912650,K05098.01,--,CANDIDATE,5180,26.12,1.57,100.35,0,0,0,0,1,$3214^{+193}_{-176}$,$> 628$,$-8\pm11$,,Yes
9119458,K00525.01,--,CANDIDATE,5779,20.46,3.20,11.53,0,0,0,0,0,$3241^{+489}_{-349}$,--,--,,--
10287242,K00735.01,--,CANDIDATE,4913,27.23,30.01,22.34,0,1,518,4,0,$3252^{+166}_{-158}$,--,--,,--
8260218,K01066.01,--,CANDIDATE,6165,12.97,12.69,5.71,0,0,0,0,0,$3255^{+1128}_{-1020}$,--,--,,--
8313667,K01145.01,--,CANDIDATE,6091,12.68,2.35,30.59,0,0,0,0,1,$3261^{+1062}_{-781}$,$> 73$,$56\pm8$,,Yes
11570749,K01856.01,--,CANDIDATE,5232,26.30,2.25,46.30,0,0,0,0,1,$3296^{+201}_{-184}$,$> 586$,$-2\pm15$,,Yes
11036168,K05855.01,--,CANDIDATE,5719,21.81,4.71,217.79,0,1,0,4,1,$3299^{+405}_{-302}$,$> 831$,$-24\pm17$,,Yes
10674871,K02068.01,--,CANDIDATE,5952,17.59,32.16,41.89,0,1,0,4,0,$3315^{+1081}_{-779}$,--,--,,--
9580992,K02217.01,--,CANDIDATE,5142,26.85,2.84,37.80,0,1,0,4,0,$3318^{+200}_{-182}$,--,--,,--
7692093,K03337.01,--,CANDIDATE,5291,26.08,1.46,11.17,0,0,0,0,0,$3320^{+216}_{-193}$,--,--,,--
5457326,K04508.01,--,CANDIDATE,4907,27.61,1.02,2.50,1,0,640,0,1,$3326^{+177}_{-165}$,$> 276$,$14\pm15$,,Yes
9574158,K02512.01,--,CANDIDATE,5158,27.00,2.83,15.92,0,1,0,4,0,$3360^{+205}_{-185}$,--,--,,--
9086154,K04060.01,--,CANDIDATE,5935,17.42,2.36,225.26,1,0,646,0,1,$3362^{+974}_{-589}$,$> 458$,$23\pm7$,,Yes
8804455,K02159.01,--,CANDIDATE,5849,19.66,1.12,7.60,0,0,0,0,1,$3377^{+695}_{-387}$,$> 579$,$17\pm8$,,Yes
6300348,K00212.01,--,CANDIDATE,6106,16.05,6.61,5.70,0,0,0,0,0,$3378^{+1067}_{-948}$,--,--,,--
9703198,K00469.01,--,CANDIDATE,5851,19.55,6.53,10.33,0,1,0,4,0,$3389^{+876}_{-461}$,--,--,,--
8838950,K02421.01,--,CANDIDATE,5451,25.43,0.55,2.27,1,0,898,0,0,$3421^{+287}_{-227}$,--,--,,--
10122538,K02926.05,--,CANDIDATE,4141,24.20,3.38,75.73,0,1,0,4,1,$3423^{+143}_{-151}$,$> 109$,$-8\pm35$,,Yes
8176564,K02720.01,--,CANDIDATE,5990,16.36,1.25,6.57,0,0,518,0,1,$3441^{+968}_{-632}$,$> 358$,$29\pm1$,,Yes
7215678,K02354.01,--,CANDIDATE,6105,13.88,49.86,1.15,0,1,0,4,0,$3444^{+1017}_{-854}$,--,--,,--
7630229,K00683.01,--,CANDIDATE,6002,16.10,5.20,278.12,0,1,0,4,1,$3478^{+947}_{-604}$,$> 524$,$13\pm5$,,Yes
10155029,K03208.01,--,CANDIDATE,5849,20.06,0.56,2.13,0,0,0,0,1,$3491^{+908}_{-491}$,$> 399$,$32\pm3$,,Yes
7833305,K04528.01,--,CANDIDATE,5342,26.47,10.63,8.31,1,1,642,4,0,$3493^{+370}_{-239}$,--,--,,--
7582691,K04419.01,--,CANDIDATE,4022,24.03,0.97,0.26,0,1,0,4,1,$3497^{+132}_{-139}$,$> 98$,$5\pm24$,,Yes
6922203,K02578.01,--,CANDIDATE,5844,20.35,35.07,13.33,0,1,514,4,0,$3530^{+891}_{-471}$,--,--,,--
11565544,K03013.01,--,CANDIDATE,5622,24.20,20.38,3.77,0,1,0,4,0,$3541^{+643}_{-291}$,--,--,,--
11361283,K02551.01,--,CANDIDATE,4897,28.78,1.60,16.48,0,0,256,0,1,$3552^{+259}_{-193}$,$> 301$,$7\pm17$,,Yes
6974658,K02925.01,--,CANDIDATE,5245,27.42,0.88,0.72,0,1,0,4,1,$3575^{+495}_{-233}$,$> 656$,$-7\pm13$,,Yes
7906882,K00686.01,--,CANDIDATE,5930,18.79,13.37,52.51,0,0,2048,0,1,$3652^{+892}_{-579}$,$> 709$,$-8\pm8$,,Yes
9011877,K05597.01,--,CANDIDATE,5091,28.58,0.74,7.78,0,0,0,0,1,$3687^{+709}_{-245}$,$> 289$,$18\pm26$,,Yes
4544670,K00815.01,--,CANDIDATE,5756,22.86,14.83,34.84,0,1,518,4,0,$3716^{+834}_{-466}$,--,--,,--
10850327,K05833.01,--,CANDIDATE,5994,18.09,5.97,440.17,0,1,518,4,1,$3860^{+779}_{-639}$,$> 201$,$43\pm2$,,Yes
11518201,K03104.01,--,CANDIDATE,5255,28.15,1.64,1.24,0,1,0,4,0,$3878^{+752}_{-339}$,--,--,,--
7770901,K05426.01,--,CANDIDATE,6103,18.08,1.78,124.89,0,0,772,0,0,$3925^{+735}_{-809}$,--,--,,--
2449431,K02009.01,--,CANDIDATE,5908,21.32,2.56,86.75,0,0,2048,0,1,$4041^{+655}_{-603}$,$> 717$,$-4\pm8$,,Yes
6867155,K00868.01,--,CANDIDATE,4311,28.19,11.01,236.00,0,0,0,0,1,$4053^{+647}_{-354}$,$> 86$,$38\pm13$,,Yes
5542466,K01590.01,--,CANDIDATE,4976,29.79,1.93,12.89,1,0,128,0,1,$4069^{+636}_{-423}$,$> 442$,$-8\pm13$,,Yes
10016874,K00426.01,--,CANDIDATE,5537,26.64,2.73,16.30,0,0,0,0,0,$4123^{+599}_{-478}$,--,--,,--
9716028,K04273.01,--,CANDIDATE,6180,17.34,1.31,17.37,1,0,646,0,1,$4178^{+561}_{-644}$,$> 299$,$-5\pm9$,,Yes
12253769,K03310.01,--,CANDIDATE,5380,28.19,1.22,20.55,0,1,0,4,1,$4235^{+522}_{-482}$,$> 743$,$-8\pm14$,,Yes
9072639,K04198.01,--,CANDIDATE,6089,19.10,0.92,1.18,0,0,518,0,1,$4238^{+520}_{-584}$,$> 447$,$-8\pm8$,,Yes
10073672,K02764.01,--,CANDIDATE,4132,27.04,1.35,2.25,0,0,0,0,1,$4241^{+518}_{-434}$,$> 75$,$40\pm28$,,Yes
11081504,K04287.01,--,CANDIDATE,6122,18.49,1.29,13.12,1,1,132,4,1,$4261^{+504}_{-562}$,$> 374$,$7\pm10$,,Yes
5513648,K01962.01,--,CANDIDATE,6030,22.45,2.31,32.86,0,1,514,4,1,$4327^{+459}_{-480}$,$> 241$,$36\pm3$,,Yes
7661893,K04296.01,--,CANDIDATE,5863,24.79,0.67,2.49,0,0,2048,0,1,$4335^{+454}_{-463}$,$> 785$,$-8\pm8$,,Yes
11075279,K01431.01,--,CANDIDATE,5511,27.83,7.91,345.16,0,1,0,4,1,$4337^{+453}_{-454}$,$> 794$,$7\pm3$,,Yes
10471621,K02554.02,--,CANDIDATE,4405,30.21,0.94,10.27,1,0,128,0,1,$4352^{+442}_{-442}$,$> 188$,$-8\pm6$,,Yes
8581240,K03111.01,--,CANDIDATE,6134,20.87,0.89,10.77,0,0,0,0,1,$4373^{+428}_{-436}$,$> 282$,$26\pm2$,,Yes
10281221,K03913.01,--,CANDIDATE,5889,25.36,7.30,0.58,0,1,2560,4,1,$4384^{+421}_{-422}$,$> 230$,$38\pm21$,,Yes
5553959,K03377.01,--,CANDIDATE,4338,30.42,0.99,10.01,0,0,0,0,1,$4396^{+413}_{-413}$,$> 140$,$6\pm25$,,Yes
4277304,K04774.01,--,CANDIDATE,5157,31.32,1.16,51.57,0,0,2048,0,1,$4414^{+400}_{-400}$,$> 606$,$-1\pm7$,,Yes
9541295,K03132.01,--,CANDIDATE,6126,23.74,1.63,0.54,0,0,518,0,1,$4416^{+399}_{-399}$,$> 319$,$16\pm10$,,Yes
8827575,K03052.01,--,CANDIDATE,5691,28.58,1.02,10.13,0,0,512,0,1,$4425^{+392}_{-392}$,$> 918$,$-8\pm6$,,Yes
11970988,K04129.01,--,CANDIDATE,5002,33.63,0.59,2.31,0,0,2048,0,1,$4450^{+376}_{-376}$,$> 413$,$6\pm10$,,Yes
7668416,K03089.01,--,CANDIDATE,5085,33.75,0.84,0.86,0,0,0,0,0,$4453^{+373}_{-373}$,--,--,,--
8189801,K02480.01,--,CANDIDATE,4351,32.15,1.51,0.67,0,1,0,4,1,$4454^{+372}_{-372}$,$> 152$,$10\pm16$,,Yes
6867588,K02571.01,--,CANDIDATE,5375,33.06,0.96,0.83,1,0,642,0,1,$4455^{+372}_{-372}$,$> 656$,$6\pm10$,,Yes
8874090,K01404.02,--,CANDIDATE,4530,33.52,1.36,18.91,0,0,64,0,1,$4457^{+371}_{-371}$,$> 190$,$4\pm17$,,Yes
6119141,K02343.01,--,CANDIDATE,5799,32.38,2.32,29.07,1,0,132,0,0,$4462^{+368}_{-368}$,--,--,,--
12785320,K00298.02,--,CANDIDATE,5250,38.23,1.62,57.38,0,1,256,4,1,$4472^{+360}_{-360}$,$> 663$,$-1\pm9$,,Yes
11152511,K05874.01,--,CANDIDATE,5432,39.34,2.46,287.33,0,0,512,0,0,$4475^{+358}_{-358}$,--,--,,--
5613821,K02915.01,--,CANDIDATE,5800,34.78,0.78,5.06,0,1,2048,4,1,$4476^{+358}_{-358}$,$> 785$,$2\pm8$,,Yes
11026304,K01420.01,--,CANDIDATE,4784,42.13,4.62,13.35,0,0,512,0,1,$4478^{+357}_{-357}$,$> 197$,$-8\pm46$,,Yes
11357664,K04464.01,--,CANDIDATE,4212,37.97,1.34,4.37,0,0,0,0,1,$4483^{+353}_{-353}$,$> 124$,$6\pm23$,,Yes
9575728,K05692.01,--,CANDIDATE,4272,42.72,0.53,2.64,0,0,0,0,1,$4485^{+351}_{-351}$,$> 125$,$18\pm23$,,Yes
3663173,K02750.01,--,CANDIDATE,6267,--,8.57,174.64,--,0,7,0,1,--,$> 22$,$92\pm49$,,--
6607447,K01242.01,--,CANDIDATE,6375,--,11.65,99.64,--,1,5,4,1,--,$> 34$,$52\pm5$,,--
2985587,K02807.01,--,CANDIDATE,6320,4.60,2.61,3.38,0,1,261,4,1,--,$> 37$,$53\pm4$,,--
6185476,K00227.01,--,CANDIDATE,3745,--,2.45,17.66,--,1,290,4,1,--,$> 44$,$43\pm20$,,--
3529290,K03340.02,--,CANDIDATE,6391,12.52,1.06,13.73,1,0,2183,0,1,--,$> 46$,$46\pm4$,,--
8264402,K04037.01,--,CANDIDATE,6440,7.93,2.42,215.96,0,1,2049,4,1,--,$> 49$,$42\pm3$,,--
9772531,K00950.01,--,CANDIDATE,3859,--,10.17,31.20,--,0,0,0,1,--,$> 59$,$41\pm35$,,--
5531953,K01681.01,--,CANDIDATE,3638,--,1.41,6.94,--,1,2,4,1,--,$> 63$,$15\pm38$,,--
11853130,K03263.01,--,CANDIDATE,4106,--,7.71,76.88,--,1,520,4,1,--,$> 65$,$52\pm36$,,--
6067545,K05236.01,--,CANDIDATE,6202,--,1.92,550.87,--,0,1,0,1,--,$> 67$,$50\pm3$,,--
5384713,K03444.01,--,CANDIDATE,3683,--,0.76,12.67,--,0,133,0,1,--,$> 69$,$13\pm28$,,--
5384713,K03444.02,--,CANDIDATE,3683,--,4.98,60.33,--,1,133,4,1,--,$> 69$,$13\pm28$,,--
5384713,K03444.03,--,CANDIDATE,3683,--,0.50,2.64,--,0,133,0,1,--,$> 69$,$13\pm28$,,--
11547869,K03749.01,--,CANDIDATE,3711,--,12.85,10.73,--,1,13,4,1,--,$> 69$,$15\pm28$,,--
6525946,K02093.01,--,CANDIDATE,6278,--,2.58,6.78,--,0,1,0,1,--,$> 75$,$45\pm10$,,--
6525946,K02093.02,--,CANDIDATE,6278,--,1.53,2.51,--,0,1,0,1,--,$> 75$,$45\pm10$,,--
6525946,K02093.03,--,CANDIDATE,6278,--,1.24,0.50,--,0,1,0,1,--,$> 75$,$45\pm10$,,--
6026737,K02949.01,--,CANDIDATE,6326,--,1.02,10.17,--,0,1,0,1,--,$> 75$,$41\pm2$,,--
7733731,K04022.01,--,CANDIDATE,6248,13.88,1.74,4.86,0,0,2055,0,1,--,$> 79$,$45\pm4$,,--
4172805,K04427.01,--,CANDIDATE,3895,--,1.83,147.66,--,0,0,0,1,--,$> 80$,$-8\pm41$,,--
12456063,K04329.01,--,CANDIDATE,6479,7.16,1.30,17.80,1,1,135,4,1,--,$> 84$,$29\pm4$,,--
9202151,K01393.01,--,CANDIDATE,3990,--,2.41,1.69,--,0,0,0,1,--,$> 90$,$11\pm24$,,--
2973386,K03034.01,--,CANDIDATE,4175,--,1.91,31.02,--,1,0,4,1,--,$> 90$,$14\pm64$,,--
8625408,K07073.01,--,CANDIDATE,6084,--,1099.40,279.04,--,1,516,4,1,--,$> 106$,$50\pm6$,,--
3112129,K04144.01,--,CANDIDATE,6267,--,1.02,0.49,--,0,1,0,1,--,$> 108$,$38\pm4$,,--
10917043,K02770.01,--,CANDIDATE,4475,--,2.39,205.39,--,0,0,0,1,--,$> 109$,$34\pm12$,,--
9002538,K03196.01,--,CANDIDATE,6386,--,0.58,4.96,--,0,1,0,1,--,$> 109$,$29\pm3$,,--
9002538,K03196.02,--,CANDIDATE,6386,--,0.72,6.88,--,0,1,0,1,--,$> 109$,$29\pm3$,,--
10395543,K00531.01,--,CANDIDATE,4204,--,6.92,3.69,--,1,8,4,1,--,$> 111$,$20\pm15$,,--
9427402,K01397.01,--,CANDIDATE,4157,--,2.44,6.25,--,0,0,0,1,--,$> 115$,$12\pm15$,,--
9288237,K03114.01,--,CANDIDATE,6378,11.30,1.45,7.49,0,0,7,0,1,--,$> 115$,$-9\pm10$,,--
8241079,K03020.01,--,CANDIDATE,6108,--,1.90,10.92,--,0,646,0,1,--,$> 116$,$46\pm4$,,--
3345675,K01772.01,--,CANDIDATE,4239,--,15.19,120.00,--,0,0,0,1,--,$> 119$,$18\pm22$,,--
6620003,K01225.01,--,CANDIDATE,4324,--,25.00,1.71,--,1,640,4,1,--,$> 121$,$18\pm38$,,--
8396660,K04407.01,--,CANDIDATE,6421,19.92,0.66,1.34,0,0,5,0,1,--,$> 123$,$1\pm7$,,--
2443393,K02603.01,--,CANDIDATE,6391,--,2.09,73.71,--,0,7,0,1,--,$> 131$,$21\pm7$,,--
11098013,K02712.01,--,CANDIDATE,6353,5.54,2.20,7.51,0,0,7,0,1,--,$> 147$,$-3\pm9$,,--
9391817,K05663.01,--,CANDIDATE,6107,--,1.46,140.88,--,0,0,0,1,--,$> 147$,$43\pm3$,,--
6290935,K04302.01,--,CANDIDATE,6077,--,1.09,5.53,--,0,518,0,1,--,$> 159$,$43\pm3$,,--
