kepid,kepoi_name,kepler_name,koi_disposition,adopted_Teff,Prot,adopted_rp,adopted_period,flag_dr3_ruwe_outlier,flag_koi_is_grazing,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,Li_EW,comment,are_gyro_and_li_consistent
3839488,K01216.01,Kepler-794 b,CONFIRMED,6011,21.29,2.41,11.13,0,0,2566,0,1,$4290^{+485}_{-515}$,$> 174$,$45\pm3$,,Yes
7115785,K00672.01,Kepler-209 b,CONFIRMED,5542,27.26,2.23,16.09,0,1,2048,4,1,$4293^{+482}_{-475}$,$> 868$,$-7\pm10$,,Yes
7115785,K00672.02,Kepler-209 c,CONFIRMED,5542,27.26,2.93,41.75,0,0,2048,0,1,$4293^{+482}_{-475}$,$> 868$,$-7\pm10$,,Yes
10874215,K02305.01,Kepler-1820 b,CONFIRMED,5805,24.70,2.74,31.03,0,0,0,0,0,$4294^{+482}_{-489}$,--,--,,--
12156347,K02588.01,Kepler-1687 b,CONFIRMED,4297,28.78,1.33,5.78,0,1,0,4,1,$4300^{+478}_{-452}$,$> 131$,$19\pm10$,,Yes
8826168,K01850.01,Kepler-980 b,CONFIRMED,5813,24.69,2.54,11.55,0,0,512,0,1,$4303^{+476}_{-483}$,$> 656$,$16\pm3$,,Yes
12302530,K00438.01,Kepler-155 b,CONFIRMED,3984,26.48,2.01,5.93,0,1,0,4,1,$4303^{+476}_{-438}$,$> 96$,$11\pm14$,,Yes
12302530,K00438.02,Kepler-155 c,CONFIRMED,3984,26.48,1.87,52.66,0,0,0,0,1,$4303^{+476}_{-438}$,$> 96$,$11\pm14$,,Yes
6636320,K02989.01,Kepler-1892 b,CONFIRMED,5418,28.38,1.38,6.33,0,0,0,0,0,$4313^{+469}_{-469}$,--,--,,--
10001368,K02785.01,Kepler-1344 b,CONFIRMED,5915,23.51,1.83,4.77,0,0,2048,0,1,$4316^{+467}_{-478}$,$> 574$,$5\pm13$,,Yes
5770074,K01928.01,Kepler-1675 b,CONFIRMED,6144,18.44,2.78,63.04,0,0,0,0,1,$4320^{+464}_{-500}$,$> 210$,$32\pm7$,,Yes
5185897,K02693.01,Kepler-398 b,CONFIRMED,4409,29.79,0.86,4.08,0,1,0,4,1,$4320^{+464}_{-449}$,$> 178$,$3\pm12$,,Yes
5185897,K02693.02,Kepler-398 c,CONFIRMED,4409,29.79,0.81,11.42,0,1,0,4,1,$4320^{+464}_{-449}$,$> 178$,$3\pm12$,,Yes
5185897,K02693.03,Kepler-398 d,CONFIRMED,4409,29.79,0.87,6.83,0,1,0,4,1,$4320^{+464}_{-449}$,$> 178$,$3\pm12$,,Yes
8544992,K02466.01,Kepler-388 b,CONFIRMED,4631,30.85,0.88,3.17,1,0,640,0,1,$4322^{+463}_{-453}$,$> 236$,$-3\pm13$,,Yes
8544992,K02466.02,Kepler-388 c,CONFIRMED,4631,30.85,0.91,13.30,1,0,640,0,1,$4322^{+463}_{-453}$,$> 236$,$-3\pm13$,,Yes
5531576,K00837.02,Kepler-240 b,CONFIRMED,4769,31.06,1.52,4.14,0,0,0,0,1,$4322^{+463}_{-455}$,$> 244$,$8\pm18$,,Yes
5531576,K00837.01,Kepler-240 c,CONFIRMED,4769,31.06,2.26,7.95,0,0,0,0,1,$4322^{+463}_{-455}$,$> 244$,$8\pm18$,,Yes
3629967,K01901.01,Kepler-1775 b,CONFIRMED,5818,24.50,3.56,85.65,0,0,770,0,1,$4334^{+455}_{-458}$,$> 210$,$49\pm3$,,Yes
3847138,K00444.01,Kepler-556 b,CONFIRMED,5943,23.04,2.03,11.72,0,0,0,0,1,$4341^{+450}_{-459}$,$> 620$,$3\pm10$,,Yes
8105398,K05475.01,Kepler-1632 b,CONFIRMED,6186,19.78,2.85,224.15,0,0,518,0,1,$4342^{+449}_{-476}$,$> 150$,$37\pm3$,,Yes
9950612,K00719.04,Kepler-220 b,CONFIRMED,4554,30.79,0.86,4.16,0,0,2048,0,1,$4345^{+447}_{-443}$,$> 228$,$0\pm5$,,Yes
9950612,K00719.01,Kepler-220 c,CONFIRMED,4554,30.79,1.80,9.03,0,1,2048,4,1,$4345^{+447}_{-443}$,$> 228$,$0\pm5$,,Yes
9950612,K00719.02,Kepler-220 d,CONFIRMED,4554,30.79,0.90,28.12,0,0,2048,0,1,$4345^{+447}_{-443}$,$> 228$,$0\pm5$,,Yes
9950612,K00719.03,Kepler-220 e,CONFIRMED,4554,30.79,1.18,45.90,0,0,2048,0,1,$4345^{+447}_{-443}$,$> 228$,$0\pm5$,,Yes
8866102,K00042.01,Kepler-410 A b,CONFIRMED,6152,20.61,2.73,17.83,0,0,518,0,1,$4355^{+440}_{-458}$,$> 301$,$19\pm6$,,Yes
5177104,K01603.01,Kepler-904 b,CONFIRMED,6055,21.65,1.43,3.02,0,0,0,0,0,$4356^{+440}_{-455}$,--,--,,--
6934291,K01367.01,Kepler-828 b,CONFIRMED,4959,31.06,1.33,0.57,0,0,0,0,1,$4357^{+439}_{-440}$,$> 409$,$-1\pm13$,,Yes
10843590,K00431.01,Kepler-153 b,CONFIRMED,5165,30.28,2.41,18.87,0,0,2048,0,1,$4360^{+437}_{-439}$,$> 542$,$-8\pm18$,,Yes
10843590,K00431.02,Kepler-153 c,CONFIRMED,5165,30.28,2.22,46.90,0,0,2048,0,1,$4360^{+437}_{-439}$,$> 542$,$-8\pm18$,,Yes
9512687,K00942.01,Kepler-735 b,CONFIRMED,4975,31.06,2.61,11.52,0,0,0,0,0,$4362^{+436}_{-437}$,--,--,,--
12254792,K01506.01,Kepler-869 b,CONFIRMED,5674,26.84,2.92,40.43,0,1,0,4,0,$4364^{+434}_{-438}$,--,--,,--
9818462,K01521.01,Kepler-878 b,CONFIRMED,5202,30.21,1.95,25.94,1,0,640,0,0,$4371^{+429}_{-431}$,--,--,,--
7802719,K02247.01,Kepler-1157 b,CONFIRMED,4468,30.63,0.93,4.46,0,0,0,0,1,$4375^{+427}_{-426}$,$> 152$,$19\pm18$,,Yes
4991208,K02951.01,Kepler-1393 b,CONFIRMED,6120,21.78,0.67,2.44,1,0,128,0,1,$4375^{+426}_{-433}$,$> 233$,$31\pm3$,,Yes
9832208,K02553.01,Kepler-1858 b,CONFIRMED,4972,31.27,2.27,88.07,0,0,0,0,1,$4376^{+426}_{-428}$,$> 334$,$-41\pm40$,,Yes
12068975,K00623.03,Kepler-197 b,CONFIRMED,6148,21.70,1.08,5.60,0,1,2048,4,1,$4380^{+423}_{-428}$,$> 252$,$28\pm1$,,Yes
12068975,K00623.01,Kepler-197 c,CONFIRMED,6148,21.70,1.47,10.35,0,1,2048,4,1,$4380^{+423}_{-428}$,$> 252$,$28\pm1$,,Yes
12068975,K00623.02,Kepler-197 d,CONFIRMED,6148,21.70,1.26,15.68,0,1,2048,4,1,$4380^{+423}_{-428}$,$> 252$,$28\pm1$,,Yes
8073705,K03245.01,Kepler-1445 b,CONFIRMED,6093,22.39,1.05,10.60,0,0,516,0,1,$4383^{+421}_{-425}$,$> 396$,$17\pm2$,,Yes
3544595,K00069.01,Kepler-93 b,CONFIRMED,5589,27.95,1.57,4.73,0,0,0,0,1,$4389^{+417}_{-418}$,$> 928$,$-2\pm1$,,Yes
12256520,K02264.01,Kepler-1166 b,CONFIRMED,5392,29.38,1.57,33.24,0,0,0,0,0,$4389^{+417}_{-418}$,--,--,,--
11818872,K02581.01,Kepler-1860 b,CONFIRMED,5355,29.59,0.88,12.74,0,0,0,0,1,$4390^{+417}_{-417}$,$> 709$,$7\pm4$,,Yes
10591855,K02845.01,Kepler-1367 b,CONFIRMED,4168,28.38,1.00,1.57,0,0,512,0,1,$4390^{+416}_{-416}$,$> 113$,$-17\pm39$,,Yes
8564587,K01270.01,Kepler-57 b,CONFIRMED,5188,30.63,2.53,5.73,0,0,0,0,1,$4391^{+416}_{-416}$,$> 418$,$3\pm25$,,Yes
8564587,K01270.02,Kepler-57 c,CONFIRMED,5188,30.63,1.79,11.61,0,0,0,0,1,$4391^{+416}_{-416}$,$> 418$,$3\pm25$,,Yes
4254466,K02134.01,Kepler-1113 b,CONFIRMED,5750,26.82,2.55,42.30,0,0,512,0,0,$4391^{+416}_{-417}$,--,--,,--
6609270,K03090.01,Kepler-1902 b,CONFIRMED,3994,27.04,1.05,3.82,1,0,128,0,0,$4392^{+415}_{-415}$,--,--,,--
10858691,K01306.01,Kepler-286 b,CONFIRMED,5846,25.75,1.20,1.80,1,0,128,0,1,$4393^{+414}_{-415}$,$> 561$,$10\pm14$,,Yes
10858691,K01306.02,Kepler-286 c,CONFIRMED,5846,25.75,1.29,3.47,1,0,128,0,1,$4393^{+414}_{-415}$,$> 561$,$10\pm14$,,Yes
10858691,K01306.03,Kepler-286 d,CONFIRMED,5846,25.75,1.31,5.91,1,0,128,0,1,$4393^{+414}_{-415}$,$> 561$,$10\pm14$,,Yes
6197215,K02829.01,Kepler-1879 b,CONFIRMED,6112,23.32,1.80,10.61,0,0,2564,0,1,$4394^{+413}_{-414}$,$> 270$,$29\pm3$,,Yes
8226050,K01910.01,Kepler-1010 b,CONFIRMED,5138,31.00,2.22,34.27,0,0,2048,0,0,$4398^{+411}_{-411}$,--,--,,--
4243911,K01337.01,Kepler-821 b,CONFIRMED,5214,30.63,1.28,1.92,0,0,0,0,0,$4398^{+411}_{-411}$,--,--,,--
5340644,K00503.01,Kepler-580 b,CONFIRMED,4384,30.41,2.36,8.22,0,0,0,0,1,$4398^{+411}_{-411}$,$> 150$,$13\pm19$,,Yes
11403339,K02143.01,Kepler-1117 b,CONFIRMED,5354,29.79,1.02,4.79,0,0,0,0,1,$4398^{+411}_{-411}$,$> 726$,$-8\pm14$,,Yes
6685526,K00861.01,Kepler-707 b,CONFIRMED,5085,31.27,1.28,2.24,0,0,0,0,0,$4400^{+409}_{-410}$,--,--,,--
9881662,K00327.01,Kepler-140 b,CONFIRMED,6046,24.01,1.49,3.25,0,0,0,0,1,$4408^{+404}_{-404}$,$> 131$,$48\pm3$,,Yes
9881662,K00327.02,Kepler-140 c,CONFIRMED,6046,24.01,1.71,91.35,0,0,0,0,1,$4408^{+404}_{-404}$,$> 131$,$48\pm3$,,Yes
5021899,K00821.01,Kepler-692 b,CONFIRMED,5434,29.76,2.92,21.81,0,0,0,0,0,$4411^{+402}_{-402}$,--,--,,--
2164169,K01029.01,Kepler-1732 b,CONFIRMED,6013,25.23,4.26,32.31,0,1,512,4,0,$4413^{+401}_{-401}$,--,--,,--
11963206,K02820.01,Kepler-1357 b,CONFIRMED,5712,27.58,1.23,3.01,0,0,0,0,0,$4418^{+397}_{-397}$,--,--,,--
4365645,K01738.01,Kepler-1671 b,CONFIRMED,5190,31.28,1.09,4.17,0,0,0,0,1,$4419^{+397}_{-397}$,$> 592$,$6\pm4$,,Yes
5774349,K00557.01,Kepler-599 b,CONFIRMED,4942,32.15,2.18,15.66,0,0,0,0,0,$4419^{+396}_{-396}$,--,--,,--
10724369,K01302.01,Kepler-809 b,CONFIRMED,5636,28.38,3.29,55.64,0,1,0,4,0,$4420^{+396}_{-396}$,--,--,,--
9401997,K01633.01,Kepler-916 b,CONFIRMED,5249,31.00,1.87,32.30,0,0,2048,0,0,$4420^{+396}_{-396}$,--,--,,--
8681833,K02865.01,Kepler-1372 b,CONFIRMED,5657,28.39,1.28,1.31,0,0,512,0,0,$4420^{+396}_{-396}$,--,--,,--
10965008,K00536.01,Kepler-591 b,CONFIRMED,5704,27.57,3.75,81.17,0,1,0,4,0,$4420^{+396}_{-396}$,--,--,,--
7102227,K01360.02,Kepler-290 b,CONFIRMED,4805,32.38,2.23,14.59,0,0,0,0,1,$4421^{+395}_{-395}$,$> 188$,$25\pm13$,,Yes
7102227,K01360.01,Kepler-290 c,CONFIRMED,4805,32.38,2.72,36.77,0,0,0,0,1,$4421^{+395}_{-395}$,$> 188$,$25\pm13$,,Yes
7102227,K01360.03,Kepler-290 d,CONFIRMED,4805,32.38,0.83,0.76,0,0,0,0,1,$4421^{+395}_{-395}$,$> 188$,$25\pm13$,,Yes
6842682,K02649.01,Kepler-1303 b,CONFIRMED,5765,27.39,1.34,7.56,0,0,0,0,0,$4422^{+395}_{-395}$,--,--,,--
6060203,K01059.01,Kepler-757 b,CONFIRMED,5760,27.99,1.35,1.02,0,0,512,0,0,$4424^{+393}_{-393}$,--,--,,--
8827575,K03052.02,Kepler-1992 b,CONFIRMED,5691,28.58,1.20,15.61,0,0,512,0,1,$4425^{+392}_{-392}$,$> 918$,$-8\pm6$,,Yes
7510820,K03303.01,Kepler-1461 b,CONFIRMED,4756,32.50,1.76,29.35,0,0,2048,0,1,$4425^{+392}_{-392}$,$> 295$,$-22\pm18$,,Yes
8628758,K01279.01,Kepler-804 b,CONFIRMED,5795,27.38,1.95,14.37,0,0,0,0,1,$4428^{+390}_{-390}$,$> 849$,$-8\pm8$,,Yes
8628758,K01279.02,Kepler-804 c,CONFIRMED,5795,27.38,1.08,9.65,0,0,0,0,1,$4428^{+390}_{-390}$,$> 849$,$-8\pm8$,,Yes
4346178,K02652.01,Kepler-1304 b,CONFIRMED,4933,32.60,7.23,16.13,0,1,518,4,0,$4430^{+389}_{-389}$,--,--,,--
9092504,K02716.01,Kepler-1322 b,CONFIRMED,5624,29.15,1.81,0.96,0,0,0,0,0,$4432^{+388}_{-388}$,--,--,,--
9092504,K02716.02,Kepler-1322 c,CONFIRMED,5624,29.15,2.15,6.46,0,1,0,4,0,$4432^{+388}_{-388}$,--,--,,--
11179076,K02497.01,Kepler-1261 b,CONFIRMED,4853,32.83,2.10,48.43,0,1,0,4,1,$4434^{+387}_{-387}$,$> 285$,$1\pm21$,,Yes
12470844,K00790.01,Kepler-233 b,CONFIRMED,5212,31.93,2.78,8.47,0,0,0,0,0,$4435^{+386}_{-386}$,--,--,,--
12470844,K00790.02,Kepler-233 c,CONFIRMED,5212,31.93,2.54,60.42,0,0,0,0,0,$4435^{+386}_{-386}$,--,--,,--
6932987,K01366.01,Kepler-293 b,CONFIRMED,5448,30.42,2.76,19.25,0,0,0,0,1,$4435^{+386}_{-386}$,$> 628$,$14\pm9$,,Yes
6932987,K01366.02,Kepler-293 c,CONFIRMED,5448,30.42,3.52,54.16,0,1,0,4,1,$4435^{+386}_{-386}$,$> 628$,$14\pm9$,,Yes
7595157,K00568.01,Kepler-605 b,CONFIRMED,5408,30.92,1.38,3.38,0,0,2048,0,1,$4439^{+383}_{-383}$,$> 620$,$2\pm17$,,Yes
7595157,K00568.02,Kepler-605 c,CONFIRMED,5408,30.92,0.83,2.36,0,0,2048,0,1,$4439^{+383}_{-383}$,$> 620$,$2\pm17$,,Yes
4164994,K01320.01,Kepler-816 b,CONFIRMED,5044,32.83,9.44,10.51,0,0,0,0,0,$4440^{+382}_{-382}$,--,--,,--
10684670,K02317.01,Kepler-1189 b,CONFIRMED,5844,27.21,1.24,3.79,0,0,0,0,0,$4441^{+382}_{-382}$,--,--,,--
2556650,K02156.01,Kepler-1124 b,CONFIRMED,3907,27.80,1.96,2.85,0,0,260,0,1,$4442^{+381}_{-381}$,$> 77$,$21\pm17$,,Yes
6607644,K04159.01,Kepler-1559 b,CONFIRMED,5300,31.92,0.78,0.97,0,0,2048,0,1,$4443^{+380}_{-380}$,$> 693$,$2\pm7$,,Yes
7879433,K02527.01,Kepler-1850 b,CONFIRMED,4325,31.06,0.62,1.39,0,0,0,0,1,$4443^{+380}_{-380}$,$> 168$,$2\pm9$,,Yes
11714231,K03115.01,Kepler-1431 b,CONFIRMED,5809,28.37,1.80,5.87,0,0,512,0,0,$4443^{+380}_{-380}$,--,--,,--
6697756,K02798.01,Kepler-1351 b,CONFIRMED,4265,30.63,0.57,0.92,0,0,64,0,1,$4444^{+380}_{-380}$,$> 152$,$-14\pm12$,,Yes
7700622,K00315.01,Kepler-1716 b,CONFIRMED,4752,33.40,2.07,35.58,0,0,2048,0,1,$4445^{+379}_{-379}$,$> 289$,$-1\pm12$,,Yes
6707835,K00666.01,Kepler-640 b,CONFIRMED,5762,28.32,2.43,22.25,0,1,2048,4,1,$4446^{+378}_{-378}$,$> 743$,$5\pm10$,,Yes
5695524,K01897.01,Kepler-1774 b,CONFIRMED,6094,26.43,2.82,59.77,0,1,0,4,1,$4446^{+378}_{-378}$,$> 387$,$11\pm9$,,Yes
6276477,K00849.01,Kepler-701 b,CONFIRMED,5392,31.67,2.35,10.36,0,0,0,0,0,$4446^{+378}_{-378}$,--,--,,--
11074541,K00345.01,Kepler-531 b,CONFIRMED,4792,33.52,2.59,29.88,0,0,0,0,1,$4446^{+378}_{-378}$,$> 312$,$4\pm6$,,Yes
7691260,K01528.01,Kepler-882 b,CONFIRMED,5275,32.39,1.17,3.99,0,0,0,0,1,$4447^{+378}_{-378}$,$> 478$,$14\pm15$,,Yes
9513865,K00943.01,Kepler-736 b,CONFIRMED,5117,33.05,2.29,3.60,0,0,0,0,0,$4447^{+378}_{-378}$,--,--,,--
8352537,K00420.01,Kepler-547 b,CONFIRMED,4826,33.75,3.80,6.01,1,0,128,0,1,$4449^{+376}_{-376}$,$> 285$,$9\pm10$,,Yes
10525027,K02006.01,Kepler-1049 b,CONFIRMED,3980,28.19,0.94,3.27,0,0,0,0,1,$4451^{+375}_{-375}$,$> 85$,$17\pm22$,,Yes
10265898,K00732.01,Kepler-656 b,CONFIRMED,5162,33.29,3.22,1.26,0,0,0,0,1,$4452^{+374}_{-374}$,$> 489$,$11\pm8$,,Yes
10265898,K00732.03,Kepler-656 c,CONFIRMED,5162,33.29,1.28,5.25,0,1,0,4,1,$4452^{+374}_{-374}$,$> 489$,$11\pm8$,,Yes
5308537,K04409.01,Kepler-1955 b,CONFIRMED,6013,27.21,1.00,14.27,0,0,0,0,1,$4452^{+374}_{-374}$,$> 349$,$27\pm7$,,Yes
5121511,K00640.01,Kepler-632 b,CONFIRMED,5324,32.79,2.43,31.00,0,0,0,0,1,$4453^{+373}_{-373}$,$> 701$,$5\pm5$,,Yes
9473078,K02079.01,Kepler-1087 b,CONFIRMED,5530,30.86,0.69,0.69,0,0,0,0,1,$4454^{+373}_{-373}$,$> 687$,$15\pm4$,,Yes
7434875,K00884.03,Kepler-247 b,CONFIRMED,4910,34.16,1.79,3.34,0,0,2048,0,1,$4454^{+373}_{-373}$,$> 391$,$-8\pm15$,,Yes
7434875,K00884.01,Kepler-247 c,CONFIRMED,4910,34.16,4.31,9.44,0,0,2048,0,1,$4454^{+373}_{-373}$,$> 391$,$-8\pm15$,,Yes
7434875,K00884.02,Kepler-247 d,CONFIRMED,4910,34.16,3.02,20.48,0,0,2048,0,1,$4454^{+373}_{-373}$,$> 391$,$-8\pm15$,,Yes
9304101,K02067.01,Kepler-1079 b,CONFIRMED,5527,31.87,1.77,13.25,1,0,898,0,0,$4454^{+373}_{-373}$,--,--,,--
11046458,K00214.01,Kepler-424 b,CONFIRMED,5500,31.71,10.13,3.31,0,1,0,4,1,$4454^{+373}_{-373}$,$> 709$,$11\pm7$,,Yes
10187159,K01870.01,Kepler-989 b,CONFIRMED,5058,33.99,2.14,7.96,0,0,0,0,0,$4454^{+372}_{-372}$,--,--,,--
9995402,K02832.01,Kepler-1361 b,CONFIRMED,5076,33.99,0.74,3.58,0,0,0,0,1,$4455^{+372}_{-372}$,$> 484$,$-21\pm23$,,Yes
6183511,K02542.01,Kepler-1855 b,CONFIRMED,3879,28.78,0.67,0.73,0,0,260,0,1,$4455^{+372}_{-372}$,$> 69$,$15\pm59$,,Yes
5978170,K03140.01,Kepler-1910 b,CONFIRMED,4234,32.36,0.99,5.69,0,0,0,0,1,$4456^{+372}_{-372}$,$> 107$,$5\pm49$,,Yes
5617854,K01588.01,Kepler-901 b,CONFIRMED,4183,30.63,1.40,3.52,0,0,0,0,1,$4457^{+371}_{-371}$,$> 136$,$-8\pm15$,,Yes
8874090,K01404.01,Kepler-834 b,CONFIRMED,4530,33.52,1.94,13.32,0,0,64,0,1,$4457^{+371}_{-371}$,$> 190$,$4\pm17$,,Yes
6383821,K01238.01,Kepler-797 b,CONFIRMED,5878,31.40,3.67,27.07,0,0,2626,0,0,$4457^{+371}_{-371}$,--,--,,--
10064256,K02849.01,Kepler-1692 b,CONFIRMED,5220,33.75,0.96,5.96,0,0,0,0,0,$4457^{+371}_{-371}$,--,--,,--
8037145,K00520.02,Kepler-176 b,CONFIRMED,5139,34.22,1.43,5.43,0,0,0,0,1,$4458^{+370}_{-370}$,$> 489$,$9\pm9$,,Yes
8037145,K00520.01,Kepler-176 c,CONFIRMED,5139,34.22,2.33,12.76,0,0,0,0,1,$4458^{+370}_{-370}$,$> 489$,$9\pm9$,,Yes
8037145,K00520.03,Kepler-176 d,CONFIRMED,5139,34.22,2.14,25.75,0,0,0,0,1,$4458^{+370}_{-370}$,$> 489$,$9\pm9$,,Yes
8037145,K00520.04,Kepler-176 e,CONFIRMED,5139,34.22,1.27,51.17,0,1,0,4,1,$4458^{+370}_{-370}$,$> 489$,$9\pm9$,,Yes
10525049,K04252.01,Kepler-1948 b,CONFIRMED,4149,30.63,0.72,15.57,1,0,640,0,1,$4459^{+370}_{-370}$,$> 125$,$2\pm15$,,Yes
9941066,K01584.01,Kepler-898 b,CONFIRMED,4242,31.49,1.42,5.87,0,0,0,0,1,$4459^{+369}_{-369}$,$> 119$,$17\pm22$,,Yes
7960980,K02274.01,Kepler-1170 b,CONFIRMED,5134,34.70,2.68,9.99,0,0,512,0,0,$4461^{+368}_{-368}$,--,--,,--
10328458,K02214.01,Kepler-1146 b,CONFIRMED,4687,34.70,1.28,2.35,0,0,0,0,1,$4461^{+368}_{-368}$,$> 210$,$10\pm18$,,Yes
5786676,K00650.01,Kepler-1665 b,CONFIRMED,4965,35.19,2.36,11.95,0,0,0,0,1,$4462^{+368}_{-368}$,$> 396$,$8\pm5$,,Yes
2438264,K00440.02,Kepler-156 b,CONFIRMED,4920,35.43,2.18,4.97,0,1,0,4,1,$4463^{+367}_{-367}$,$> 331$,$5\pm16$,,Yes
2438264,K00440.01,Kepler-156 c,CONFIRMED,4920,35.43,2.42,15.91,0,0,0,0,1,$4463^{+367}_{-367}$,$> 331$,$5\pm16$,,Yes
9573685,K02057.01,Kepler-1074 b,CONFIRMED,4054,29.79,1.19,5.95,0,0,0,0,1,$4464^{+366}_{-366}$,$> 108$,$10\pm9$,,Yes
10604592,K04447.01,Kepler-1957 b,CONFIRMED,4718,35.43,0.77,2.19,0,1,0,4,1,$4465^{+365}_{-365}$,$> 252$,$4\pm13$,,Yes
12058204,K02218.01,Kepler-373 b,CONFIRMED,5711,31.93,2.13,5.54,0,0,512,0,1,$4465^{+365}_{-365}$,$> 474$,$12\pm22$,,Yes
4043190,K01220.01,Kepler-796 b,CONFIRMED,5575,34.44,3.17,6.40,0,1,518,4,1,$4465^{+365}_{-365}$,$> 734$,$9\pm7$,,Yes
7289577,K01974.01,Kepler-1780 b,CONFIRMED,5145,35.68,3.09,109.45,0,0,512,0,1,$4465^{+365}_{-365}$,$> 489$,$5\pm14$,,Yes
5340878,K04199.01,Kepler-1566 b,CONFIRMED,5263,35.10,0.73,0.54,0,0,2048,0,1,$4466^{+365}_{-365}$,$> 489$,$8\pm19$,,Yes
8164257,K02073.02,Kepler-357 b,CONFIRMED,4904,36.02,1.63,6.48,0,0,2048,0,1,$4466^{+365}_{-365}$,$> 396$,$-8\pm13$,,Yes
8164257,K02073.03,Kepler-357 c,CONFIRMED,4904,36.02,1.96,16.86,0,0,2048,0,1,$4466^{+365}_{-365}$,$> 396$,$-8\pm13$,,Yes
8164257,K02073.01,Kepler-357 d,CONFIRMED,4904,36.02,2.20,49.50,0,0,2048,0,1,$4466^{+365}_{-365}$,$> 396$,$-8\pm13$,,Yes
4989057,K01923.01,Kepler-1017 b,CONFIRMED,5489,33.52,1.85,7.23,0,0,0,0,1,$4466^{+365}_{-365}$,$> 743$,$3\pm11$,,Yes
6543893,K01627.01,Kepler-913 b,CONFIRMED,6068,26.63,5.75,10.30,0,0,802,0,0,$4467^{+364}_{-364}$,--,--,,--
6543893,K01627.02,Kepler-913 c,CONFIRMED,6068,26.63,3.70,5.94,0,0,802,0,0,$4467^{+364}_{-364}$,--,--,,--
9955598,K01925.01,Kepler-409 b,CONFIRMED,5375,34.81,1.00,68.96,0,1,0,4,1,$4467^{+364}_{-364}$,$> 767$,$4\pm3$,,Yes
5106313,K02878.01,Kepler-1694 b,CONFIRMED,4917,36.41,1.00,3.90,0,0,0,0,0,$4467^{+364}_{-364}$,--,--,,--
10545066,K00337.01,Kepler-528 b,CONFIRMED,5955,30.39,2.28,19.78,0,0,0,0,1,$4468^{+364}_{-364}$,$> 628$,$-2\pm10$,,Yes
6149910,K02469.01,Kepler-1840 b,CONFIRMED,4898,36.68,2.34,131.19,0,0,0,0,1,$4468^{+363}_{-363}$,$> 387$,$-8\pm14$,,Yes
5461440,K00504.01,Kepler-581 b,CONFIRMED,5747,33.01,2.20,40.61,0,0,0,0,0,$4469^{+363}_{-363}$,--,--,,--
8226994,K00906.03,Kepler-250 b,CONFIRMED,5000,36.96,0.98,4.15,0,0,2048,0,1,$4469^{+363}_{-363}$,$> 413$,$-12\pm22$,,Yes
8226994,K00906.01,Kepler-250 c,CONFIRMED,5000,36.96,2.25,7.16,0,0,2048,0,1,$4469^{+363}_{-363}$,$> 413$,$-12\pm22$,,Yes
8226994,K00906.02,Kepler-250 d,CONFIRMED,5000,36.96,2.22,17.65,0,0,2048,0,1,$4469^{+363}_{-363}$,$> 413$,$-12\pm22$,,Yes
11046025,K01646.01,Kepler-1759 b,CONFIRMED,4783,36.93,0.90,3.72,0,0,0,0,0,$4470^{+362}_{-362}$,--,--,,--
5978361,K00558.01,Kepler-1722 b,CONFIRMED,5564,34.66,2.52,9.18,0,0,256,0,0,$4470^{+362}_{-362}$,--,--,,--
2987027,K00197.01,Kepler-489 b,CONFIRMED,4977,37.45,7.39,17.28,0,0,0,0,1,$4470^{+362}_{-362}$,$> 334$,$2\pm23$,,Yes
8278371,K01150.01,Kepler-780 b,CONFIRMED,5722,33.53,0.90,0.68,1,0,646,0,1,$4470^{+362}_{-362}$,$> 592$,$21\pm6$,,Yes
9044228,K01988.01,Kepler-1039 b,CONFIRMED,4573,35.92,1.16,0.93,0,0,0,0,1,$4470^{+362}_{-362}$,$> 199$,$11\pm7$,,Yes
11701407,K02376.01,Kepler-1214 b,CONFIRMED,5113,37.46,2.13,18.83,0,0,0,0,0,$4470^{+362}_{-362}$,--,--,,--
8826007,K03266.01,Kepler-1450 b,CONFIRMED,4459,35.18,1.76,54.51,0,1,0,4,1,$4471^{+361}_{-361}$,$> 192$,$1\pm11$,,Yes
5209845,K02883.01,Kepler-1378 b,CONFIRMED,4244,33.52,1.78,11.95,0,0,0,0,1,$4471^{+361}_{-361}$,$> 107$,$25\pm14$,,Yes
7220429,K01700.01,Kepler-931 b,CONFIRMED,5044,37.71,1.54,8.04,0,1,0,4,0,$4472^{+361}_{-361}$,--,--,,--
3351888,K00801.01,Kepler-685 b,CONFIRMED,5667,33.99,8.55,1.63,0,0,0,0,0,$4472^{+361}_{-361}$,--,--,,--
7273277,K01979.01,Kepler-1035 b,CONFIRMED,5757,33.73,1.38,2.71,1,1,640,4,1,$4472^{+360}_{-360}$,$> 378$,$34\pm10$,,Yes
5735762,K00148.01,Kepler-48 b,CONFIRMED,5114,38.35,1.80,4.78,0,0,2048,0,1,$4472^{+360}_{-360}$,$> 495$,$10\pm3$,,Yes
5735762,K00148.02,Kepler-48 c,CONFIRMED,5114,38.35,2.55,9.67,0,0,2048,0,1,$4472^{+360}_{-360}$,$> 495$,$10\pm3$,,Yes
5735762,K00148.03,Kepler-48 d,CONFIRMED,5114,38.35,1.96,42.90,0,0,2048,0,1,$4472^{+360}_{-360}$,$> 495$,$10\pm3$,,Yes
