kepid,kepoi_name,kepler_name,koi_disposition,adopted_Teff,adopted_Teff_err,adopted_Teff_provenance,Prot,Prot_err,Prot_provenance,li_eagles_LiEW,li_eagles_eLiEW,gyro_median,gyro_+1sigma,gyro_-1sigma,gyro_+2sigma,gyro_-2sigma,li_median,li_+1sigma,li_-1sigma,adopted_rp,adopted_rp_provenance,adopted_period,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,are_gyro_and_li_consistent
4140813,K02117.01,Kepler-1795 b,CONFIRMED,4012,93,2020AJ....159..280B,19.12,0.36,2019ApJS..244...21S,,,2569,361,316,729,576,,,,1.84,10.26133/NEA4,13.36,128,0,0,$2569^{+361}_{-316}$,--,--
7603200,K00314.03,Kepler-138 b,CONFIRMED,3975,64,2020AJ....159..280B,19.12,0.36,2019ApJS..244...21S,14,14,2570,363,324,726,587,,,,0.64,2022AJ....163..179P,10.31,0,0,1,$2570^{+363}_{-324}$,$> 91$,Yes
7603200,K00314.01,Kepler-138 c,CONFIRMED,3975,64,2020AJ....159..280B,19.12,0.36,2019ApJS..244...21S,14,14,2570,363,324,726,587,,,,1.5,2022AJ....163..179P,13.78,0,0,1,$2570^{+363}_{-324}$,$> 91$,Yes
7603200,K00314.02,Kepler-138 d,CONFIRMED,3975,64,2020AJ....159..280B,19.12,0.36,2019ApJS..244...21S,14,14,2570,363,324,726,587,,,,1.33,2022AJ....163..179P,23.09,0,0,1,$2570^{+363}_{-324}$,$> 91$,Yes
7382313,K02392.01,Kepler-1220 b,CONFIRMED,5898,121,2020AJ....159..280B,15.21,0.16,2021ApJS..255...17S,,,2572,553,505,1002,842,,,,1.4,10.26133/NEA4,7.43,128,0,0,$2572^{+553}_{-505}$,--,--
10593626,K00087.01,Kepler-22 b,CONFIRMED,5625,93,2020AJ....159..280B,19.25,0.36,2021ApJS..255...17S,-8,10,2572,334,287,689,510,,,,1.94,2022AJ....163..179P,289.86,0,4,1,$2572^{+334}_{-287}$,$> 879$,Yes
10682541,K00751.01,Kepler-663 b,CONFIRMED,5213,103,2020AJ....159..280B,22.11,0.51,2021ApJS..255...17S,,,2578,257,213,554,383,,,,2.8,2020AJ....160..108B,5.0,0,0,0,$2578^{+257}_{-213}$,--,--
3122913,K02490.01,Kepler-1845 b,CONFIRMED,4738,86,2020AJ....159..280B,22.74,0.54,2019ApJS..244...21S,-20,20,2578,237,193,511,347,,,,1.9,2022AJ....163..179P,11.61,0,0,1,$2578^{+237}_{-193}$,$> 279$,Yes
4049131,K00811.01,Kepler-687 b,CONFIRMED,4855,92,2020AJ....159..280B,22.89,0.54,2019ApJS..244...21S,-19,10,2579,232,191,496,344,,,,3.3,2022AJ....163..179P,20.51,0,0,1,$2579^{+232}_{-191}$,$> 396$,Yes
7826659,K02686.01,Kepler-1868 b,CONFIRMED,4475,73,2020AJ....159..280B,21.52,0.48,2019ApJS..244...21S,-13,11,2583,286,224,625,394,,,,3.01,2022AJ....163..179P,211.03,0,4,1,$2583^{+286}_{-224}$,$> 197$,Yes
6310636,K01688.01,Kepler-929 b,CONFIRMED,5947,125,2020AJ....159..280B,14.54,0.15,2018MNRAS.474.2094A,55,4,2613,577,563,995,938,2583,3151,1578,1.61,2020AJ....160..108B,0.92,4614,0,1,$2613^{+577}_{-563}$,$2583^{+3151}_{-1578}$,Yes
12557548,K03794.01,Kepler-1520 b,CONFIRMED,4622,85,2020AJ....159..280B,22.42,0.52,2019ApJS..244...21S,19,17,2591,256,205,560,365,,,,82.25,2022AJ....163..179P,0.65,0,4,1,$2591^{+256}_{-205}$,$> 174$,Yes
8826878,K00922.01,Kepler-727 b,CONFIRMED,5275,98,2020AJ....159..280B,21.96,0.50,2021ApJS..255...17S,,,2596,265,222,569,399,,,,2.79,2020AJ....160..108B,5.15,0,4,0,$2596^{+265}_{-222}$,--,--
10864531,K02080.02,Kepler-358 b,CONFIRMED,5342,99,2020AJ....159..280B,21.66,0.48,2021ApJS..255...17S,,,2602,275,231,587,415,,,,3.03,2020AJ....160..108B,34.06,512,0,0,$2602^{+275}_{-231}$,--,--
10864531,K02080.01,Kepler-358 c,CONFIRMED,5342,99,2020AJ....159..280B,21.66,0.48,2021ApJS..255...17S,,,2602,275,231,587,415,,,,3.01,2020AJ....160..108B,83.49,512,0,0,$2602^{+275}_{-231}$,--,--
11764462,K01531.01,Kepler-884 b,CONFIRMED,5175,92,2020AJ....159..280B,22.55,0.53,2021ApJS..255...17S,34,3,2621,256,214,550,387,,,,1.16,10.26133/NEA4,5.7,640,0,1,$2621^{+256}_{-214}$,$> 276$,Yes
10328393,K01905.01,Kepler-332 b,CONFIRMED,4851,84,2020AJ....159..280B,23.21,0.56,2019ApJS..244...21S,-1,7,2623,237,198,507,356,,,,1.17,2022AJ....163..179P,7.63,0,0,1,$2623^{+237}_{-198}$,$> 365$,Yes
10328393,K01905.02,Kepler-332 c,CONFIRMED,4851,84,2020AJ....159..280B,23.21,0.56,2019ApJS..244...21S,-1,7,2623,237,198,507,356,,,,1.02,2022AJ....163..179P,16.0,0,0,1,$2623^{+237}_{-198}$,$> 365$,Yes
10328393,K01905.03,Kepler-332 d,CONFIRMED,4851,84,2020AJ....159..280B,23.21,0.56,2019ApJS..244...21S,-1,7,2623,237,198,507,356,,,,1.12,2022AJ....163..179P,34.21,0,0,1,$2623^{+237}_{-198}$,$> 365$,Yes
4815520,K00367.01,Kepler-1656 b,CONFIRMED,5700,91,2020AJ....159..280B,18.62,0.33,2021ApJS..255...17S,1,4,2623,360,318,725,567,,,,4.57,2022AJ....163..179P,31.58,0,0,1,$2623^{+360}_{-318}$,$> 879$,Yes
6586746,K02747.01,Kepler-1335 b,CONFIRMED,4865,90,2020AJ....159..280B,23.21,0.56,2019ApJS..244...21S,,,2624,237,198,508,357,,,,1.42,2020AJ....160..108B,6.26,0,0,0,$2624^{+237}_{-198}$,--,--
9520838,K01866.01,Kepler-987 b,CONFIRMED,5696,99,2020AJ....159..280B,18.70,0.34,2021ApJS..255...17S,0,22,2627,372,325,751,574,,,,3.26,2020AJ....160..108B,105.3,0,0,1,$2627^{+372}_{-325}$,$> 574$,Yes
4142847,K02210.01,Kepler-1143 b,CONFIRMED,4780,80,2020AJ....159..280B,23.21,0.56,2019ApJS..244...21S,1,12,2632,240,200,515,360,,,,1.33,2022AJ....163..179P,2.89,0,0,1,$2632^{+240}_{-200}$,$> 295$,Yes
4142847,K02210.02,Kepler-1143 c,CONFIRMED,4780,80,2020AJ....159..280B,23.21,0.56,2019ApJS..244...21S,1,12,2632,240,200,515,360,,,,2.69,2022AJ....163..179P,210.63,0,0,1,$2632^{+240}_{-200}$,$> 295$,Yes
10154388,K00991.01,Kepler-744 b,CONFIRMED,5506,107,2020AJ....159..280B,20.73,0.44,2021ApJS..255...17S,-13,7,2633,314,266,660,475,,,,1.62,10.26133/NEA4,12.06,128,0,1,$2633^{+314}_{-266}$,$> 928$,Yes
11521793,K00352.02,Kepler-143 b,CONFIRMED,6023,120,2020AJ....159..280B,13.17,0.13,2018MNRAS.474.2094A,13,12,2643,566,633,923,1074,,,,2.24,2022AJ....163..179P,16.01,5632,4,1,$2643^{+566}_{-633}$,$> 423$,Yes
11521793,K00352.01,Kepler-143 c,CONFIRMED,6023,120,2020AJ....159..280B,13.17,0.13,2018MNRAS.474.2094A,13,12,2643,566,633,923,1074,,,,2.74,2022AJ....163..179P,27.08,5632,4,1,$2643^{+566}_{-633}$,$> 423$,Yes
5791986,K00413.01,Kepler-151 b,CONFIRMED,5199,113,2020AJ....159..280B,22.58,0.53,2021ApJS..255...17S,,,2643,267,222,574,400,,,,3.11,2020AJ....160..108B,15.23,0,0,0,$2643^{+267}_{-222}$,--,--
5791986,K00413.02,Kepler-151 c,CONFIRMED,5199,113,2020AJ....159..280B,22.58,0.53,2021ApJS..255...17S,,,2643,267,222,574,400,,,,2.41,2020AJ....160..108B,24.67,0,4,0,$2643^{+267}_{-222}$,--,--
11125613,K02485.01,Kepler-1254 b,CONFIRMED,4909,81,2020AJ....159..280B,23.38,0.57,2019ApJS..244...21S,2,10,2648,240,202,514,365,,,,1.33,2022AJ....163..179P,9.99,0,0,1,$2648^{+240}_{-202}$,$> 378$,Yes
11125613,K02485.02,Kepler-1254 c,CONFIRMED,4909,81,2020AJ....159..280B,23.38,0.57,2019ApJS..244...21S,2,10,2648,240,202,514,365,,,,1.16,2022AJ....163..179P,3.6,0,0,1,$2648^{+240}_{-202}$,$> 378$,Yes
11125613,K02485.03,Kepler-1254 d,CONFIRMED,4909,81,2020AJ....159..280B,23.38,0.57,2019ApJS..244...21S,2,10,2648,240,202,514,365,,,,1.18,2022AJ....163..179P,5.73,0,0,1,$2648^{+240}_{-202}$,$> 378$,Yes
10810838,K00174.01,Kepler-482 b,CONFIRMED,4847,78,2020AJ....159..280B,23.40,0.57,2018MNRAS.474.2094A,0,8,2649,240,202,513,363,,,,2.59,10.26133/NEA4,56.35,4224,4,1,$2649^{+240}_{-202}$,$> 358$,Yes
8349582,K00122.01,Kepler-95 b,CONFIRMED,5813,105,2020AJ....159..280B,17.11,0.26,2021ApJS..255...17S,6,3,2662,444,404,856,704,,,,3.16,2022AJ....163..179P,11.52,512,0,1,$2662^{+444}_{-404}$,$> 785$,Yes
11075737,K00292.01,Kepler-97 b,CONFIRMED,5806,106,2020AJ....159..280B,17.25,0.26,2021ApJS..255...17S,19,2,2663,444,401,859,698,,,,1.46,2022AJ....163..179P,2.59,128,0,1,$2663^{+444}_{-401}$,$> 620$,Yes
6153407,K03179.01,Kepler-1911 b,CONFIRMED,5721,113,2021ApJS..255...17S,18.57,0.33,2021ApJS..255...17S,-1,4,2665,411,355,823,620,,,,1.03,10.26133/NEA4,5.99,0,4,1,$2665^{+411}_{-355}$,$> 889$,Yes
10723750,K00209.02,Kepler-117 b,CONFIRMED,6162,117,2020AJ....159..280B,10.93,0.11,2018MNRAS.474.2094A,40,4,2666,480,696,767,1256,,,,8.36,2020AJ....160..108B,18.8,4614,0,1,$2666^{+480}_{-696}$,$> 139$,Yes
10723750,K00209.01,Kepler-117 c,CONFIRMED,6162,117,2020AJ....159..280B,10.93,0.11,2018MNRAS.474.2094A,40,4,2666,480,696,767,1256,,,,12.0,2020AJ....160..108B,50.79,4614,0,1,$2666^{+480}_{-696}$,$> 139$,Yes
11624249,K00356.01,Kepler-536 b,CONFIRMED,5450,108,2020AJ....159..280B,21.40,0.47,2018MNRAS.474.2094A,-8,10,2673,304,259,641,465,,,,5.95,10.26133/NEA4,1.83,4224,0,1,$2673^{+304}_{-259}$,$> 831$,Yes
11769890,K01980.01,Kepler-1036 b,CONFIRMED,5441,85,2020AJ....159..280B,21.51,0.48,2021ApJS..255...17S,7,8,2675,288,250,605,453,,,,2.3,2022AJ....163..179P,122.88,0,4,1,$2675^{+288}_{-250}$,$> 717$,Yes
10028535,K02493.01,Kepler-1259 b,CONFIRMED,5098,92,2020AJ....159..280B,23.21,0.56,2019ApJS..244...21S,,,2680,257,217,551,392,,,,1.75,2020AJ....160..108B,0.66,0,4,0,$2680^{+257}_{-217}$,--,--
9729691,K01751.01,Kepler-949 b,CONFIRMED,5112,94,2020AJ....159..280B,23.21,0.56,2021ApJS..255...17S,6,14,2687,259,219,556,396,,,,2.46,2020AJ....160..108B,8.69,0,0,1,$2687^{+259}_{-219}$,$> 452$,Yes
9729691,K01751.02,Kepler-949 c,CONFIRMED,5112,94,2020AJ....159..280B,23.21,0.56,2021ApJS..255...17S,6,14,2687,259,219,556,396,,,,2.5,2020AJ....160..108B,21.0,0,0,1,$2687^{+259}_{-219}$,$> 452$,Yes
9661979,K02132.01,Kepler-1681 b,CONFIRMED,5369,139,2020AJ....159..280B,21.97,0.50,2021ApJS..255...17S,9,10,2687,311,257,668,456,,,,3.04,10.26133/NEA4,69.9,128,4,1,$2687^{+311}_{-257}$,$> 620$,Yes
8890150,K02650.01,Kepler-395 c,CONFIRMED,4096,80,2020AJ....159..280B,19.66,0.38,2019ApJS..244...21S,16,16,2693,360,312,733,553,,,,1.43,2022AJ....163..179P,34.99,0,0,1,$2693^{+360}_{-312}$,$> 100$,Yes
3935914,K00809.01,Kepler-686 b,CONFIRMED,5885,117,2020AJ....159..280B,16.09,0.20,2021ApJS..255...17S,,,2701,511,484,938,831,,,,14.04,2020AJ....160..108B,1.59,1024,0,0,$2701^{+511}_{-484}$,--,--
7678434,K00892.01,Kepler-716 b,CONFIRMED,5037,90,2020AJ....159..280B,23.59,0.58,2013ApJ...775L..11M,7,22,2711,256,218,547,393,,,,2.69,2020AJ....160..108B,10.37,4096,0,1,$2711^{+256}_{-218}$,$> 345$,Yes
7678434,K00892.02,Kepler-716 c,CONFIRMED,5037,90,2020AJ....159..280B,23.59,0.58,2013ApJ...775L..11M,7,22,2711,256,218,547,393,,,,1.49,2020AJ....160..108B,3.97,4096,4,1,$2711^{+256}_{-218}$,$> 345$,Yes
8229696,K01072.01,Kepler-761 b,CONFIRMED,5772,106,2020AJ....159..280B,18.06,0.30,2021ApJS..255...17S,,,2712,419,378,821,667,,,,2.07,2020AJ....160..108B,10.13,0,0,0,$2712^{+419}_{-378}$,--,--
9958962,K00593.01,Kepler-616 b,CONFIRMED,6004,199,2021ApJS..255...17S,15.00,0.15,2021ApJS..255...17S,,,2713,677,695,1050,1080,,,,2.82,10.26133/NEA4,10.0,0,4,0,$2713^{+677}_{-695}$,--,--
9958962,K00593.02,Kepler-616 c,CONFIRMED,6004,199,2021ApJS..255...17S,15.00,0.15,2021ApJS..255...17S,,,2713,677,695,1050,1080,,,,3.96,10.26133/NEA4,90.41,0,4,0,$2713^{+677}_{-695}$,--,--
9958962,K00593.03,Kepler-616 d,CONFIRMED,6004,199,2021ApJS..255...17S,15.00,0.15,2021ApJS..255...17S,,,2713,677,695,1050,1080,,,,2.44,10.26133/NEA4,51.07,0,0,0,$2713^{+677}_{-695}$,--,--
9146018,K00584.01,Kepler-192 b,CONFIRMED,5505,97,2020AJ....159..280B,21.28,0.46,2018MNRAS.474.2094A,8,5,2722,310,270,643,489,,,,2.65,2022AJ....163..179P,9.93,4096,0,1,$2722^{+310}_{-270}$,$> 767$,Yes
9146018,K00584.02,Kepler-192 c,CONFIRMED,5505,97,2020AJ....159..280B,21.28,0.46,2018MNRAS.474.2094A,8,5,2722,310,270,643,489,,,,2.39,2022AJ....163..179P,21.22,4096,0,1,$2722^{+310}_{-270}$,$> 767$,Yes
9146018,K00584.03,Kepler-192 d,CONFIRMED,5505,97,2020AJ....159..280B,21.28,0.46,2018MNRAS.474.2094A,8,5,2722,310,270,643,489,,,,1.06,2022AJ....163..179P,6.47,4096,0,1,$2722^{+310}_{-270}$,$> 767$,Yes
5513012,K02668.01,Kepler-1310 b,CONFIRMED,5557,136,2020AJ....159..280B,20.78,0.44,2021ApJS..255...17S,-8,6,2723,368,305,770,537,,,,1.35,2022AJ....163..179P,0.68,0,0,1,$2723^{+368}_{-305}$,$> 918$,Yes
8802165,K00694.01,Kepler-648 b,CONFIRMED,5675,89,2020AJ....159..280B,19.52,0.38,2021ApJS..255...17S,4,10,2724,344,311,691,563,,,,2.87,2022AJ....163..179P,17.42,1024,0,1,$2724^{+344}_{-311}$,$> 776$,Yes
11754430,K03403.01,Kepler-1488 b,CONFIRMED,5830,110,2020AJ....159..280B,nan,nan,,52,3,,,,,,2733,3133,1620,2.72,2022AJ....163..179P,39.82,518,0,1,--,$2733^{+3133}_{-1620}$,No
11754430,K03403.02,Kepler-1488 c,CONFIRMED,5830,110,2020AJ....159..280B,nan,nan,,52,3,,,,,,2733,3133,1620,1.46,2022AJ....163..179P,6.16,518,0,1,--,$2733^{+3133}_{-1620}$,No
12021625,K02996.01,Kepler-1404 b,CONFIRMED,5111,90,2020AJ....159..280B,23.54,0.58,2021ApJS..255...17S,6,24,2737,265,226,567,409,,,,1.77,10.26133/NEA4,15.93,128,0,1,$2737^{+265}_{-226}$,$> 369$,Yes
10858832,K00432.01,Kepler-552 b,CONFIRMED,5751,98,2020AJ....159..280B,18.57,0.33,2021ApJS..255...17S,,,2745,387,355,763,636,,,,3.91,2020AJ....160..108B,5.26,0,4,0,$2745^{+387}_{-355}$,--,--
10155434,K00473.01,Kepler-1720 b,CONFIRMED,5342,98,2020AJ....159..280B,22.56,0.53,2021ApJS..255...17S,,,2747,289,249,614,452,,,,2.63,2020AJ....160..108B,12.71,0,0,0,$2747^{+289}_{-249}$,--,--
7364176,K00373.01,Kepler-1718 b,CONFIRMED,5775,108,2020AJ....159..280B,18.23,0.31,2021ApJS..255...17S,16,3,2749,421,383,821,677,,,,2.4,2022AJ....163..179P,135.19,0,0,1,$2749^{+421}_{-383}$,$> 679$,Yes
3554031,K01194.03,Kepler-415 b,CONFIRMED,4501,80,2020AJ....159..280B,22.74,0.54,2019ApJS..244...21S,-8,35,2753,307,251,669,442,,,,1.4,2022AJ....163..179P,4.18,1024,0,1,$2753^{+307}_{-251}$,$> 162$,Yes
3554031,K01194.01,Kepler-415 c,CONFIRMED,4501,80,2020AJ....159..280B,22.74,0.54,2019ApJS..244...21S,-8,35,2753,307,251,669,442,,,,2.29,2022AJ....163..179P,8.71,1024,0,1,$2753^{+307}_{-251}$,$> 162$,Yes
9881077,K02751.01,Kepler-1337 b,CONFIRMED,4454,77,2020AJ....159..280B,22.39,0.52,SantosPrivComm,2,11,2754,318,259,690,455,,,,2.04,2022AJ....163..179P,24.4,0,4,1,$2754^{+318}_{-259}$,$> 188$,Yes
2715135,K01024.01,Kepler-753 b,CONFIRMED,4276,75,2020AJ....159..280B,20.93,0.45,2019ApJS..244...21S,6,12,2754,356,295,751,515,,,,1.82,2022AJ....163..179P,5.75,0,0,1,$2754^{+356}_{-295}$,$> 150$,Yes
11069176,K02007.01,Kepler-1050 b,CONFIRMED,5946,96,2020AJ....159..280B,15.03,0.15,2018MNRAS.474.2094A,23,4,2760,468,493,842,882,,,,1.37,2022AJ....163..179P,15.38,4104,0,1,$2760^{+468}_{-493}$,$> 468$,Yes
11069176,K02007.02,Kepler-1050 c,CONFIRMED,5946,96,2020AJ....159..280B,15.03,0.15,2018MNRAS.474.2094A,23,4,2760,468,493,842,882,,,,1.33,2022AJ....163..179P,21.13,4104,0,1,$2760^{+468}_{-493}$,$> 468$,Yes
8478994,K00245.02,Kepler-37 c,CONFIRMED,5153,89,2020AJ....159..280B,23.54,0.58,2021ApJS..255...17S,-8,4,2760,271,232,580,421,,,,0.74,2022AJ....163..179P,21.3,1024,0,1,$2760^{+271}_{-232}$,$> 663$,Yes
8478994,K00245.01,Kepler-37 d,CONFIRMED,5153,89,2020AJ....159..280B,23.54,0.58,2021ApJS..255...17S,-8,4,2760,271,232,580,421,,,,1.93,2022AJ....163..179P,39.79,1024,0,1,$2760^{+271}_{-232}$,$> 663$,Yes
8492026,K02016.01,Kepler-1054 b,CONFIRMED,5979,120,2020AJ....159..280B,19.69,0.38,2018MNRAS.474.2094A,54,5,3571,364,429,659,872,2764,3302,1712,2.26,2022AJ....163..179P,4.31,4610,4,1,$3571^{+364}_{-429}$,$2764^{+3302}_{-1712}$,Yes
10779233,K01989.01,Kepler-1040 b,CONFIRMED,5756,96,2020AJ....159..280B,18.60,0.33,2021ApJS..255...17S,16,14,2764,386,356,758,641,,,,2.37,2022AJ....163..179P,201.12,0,0,1,$2764^{+386}_{-356}$,$> 548$,Yes
12017109,K02106.01,Kepler-1679 b,CONFIRMED,5627,101,2020AJ....159..280B,20.35,0.42,2021ApJS..255...17S,,,2768,346,308,702,556,,,,1.77,2020AJ....160..108B,9.75,0,0,0,$2768^{+346}_{-308}$,--,--
10134152,K02056.01,Kepler-1787 b,CONFIRMED,5760,100,2020AJ....159..280B,18.58,0.33,2021ApJS..255...17S,,,2770,393,362,772,650,,,,2.03,2020AJ....160..108B,39.31,0,0,0,$2770^{+393}_{-362}$,--,--
9269042,K02397.01,Kepler-1221 b,CONFIRMED,5195,141,2019ApJS..244...21S,23.38,0.57,2019ApJS..244...21S,,,2772,291,244,628,439,,,,1.47,10.26133/NEA4,12.0,512,0,0,$2772^{+291}_{-244}$,--,--
2692377,K00299.01,Kepler-98 b,CONFIRMED,5420,94,2020AJ....159..280B,22.27,0.51,2021ApJS..255...17S,3,2,2779,299,261,626,476,,,,1.57,2022AJ....163..179P,1.54,0,0,1,$2779^{+299}_{-261}$,$> 803$,Yes
11254382,K01425.01,Kepler-843 b,CONFIRMED,5669,98,2020AJ....159..280B,19.94,0.40,2021ApJS..255...17S,,,2783,354,320,712,579,,,,2.27,2020AJ....160..108B,2.05,0,0,0,$2783^{+354}_{-320}$,--,--
8620402,K03267.01,Kepler-1913 b,CONFIRMED,5834,102,2020AJ....159..280B,17.47,0.27,2021ApJS..255...17S,,,2795,429,411,818,737,,,,1.42,2020AJ....160..108B,14.2,0,0,0,$2795^{+429}_{-411}$,--,--
12120484,K02407.01,Kepler-1226 b,CONFIRMED,5980,118,2020AJ....159..280B,14.73,0.15,2018MNRAS.474.2094A,24,6,2797,522,572,886,999,,,,2.13,10.26133/NEA4,17.29,4742,4,1,$2797^{+522}_{-572}$,$> 413$,Yes
10965588,K02177.01,Kepler-1132 b,CONFIRMED,5109,88,2020AJ....159..280B,24.03,0.60,2019ApJS..244...21S,,,2811,274,237,586,430,,,,2.34,2020AJ....160..108B,62.89,0,0,0,$2811^{+274}_{-237}$,--,--
10905911,K02754.01,Kepler-1339 b,CONFIRMED,5407,99,2020AJ....159..280B,22.55,0.53,2021ApJS..255...17S,33,3,2812,302,264,634,482,,,,0.74,10.26133/NEA4,1.34,642,0,1,$2812^{+302}_{-264}$,$> 396$,Yes
10984090,K00112.01,Kepler-466 b,CONFIRMED,5960,164,2020AJ....159..280B,15.73,0.19,2018MNRAS.474.2094A,31,3,2812,606,623,989,1023,,,,2.75,10.26133/NEA4,51.08,4224,0,1,$2812^{+606}_{-623}$,$> 345$,Yes
10984090,K00112.02,Kepler-466 c,CONFIRMED,5960,164,2020AJ....159..280B,15.73,0.19,2018MNRAS.474.2094A,31,3,2812,606,623,989,1023,,,,1.16,10.26133/NEA4,3.71,4224,0,1,$2812^{+606}_{-623}$,$> 345$,Yes
5942949,K02525.01,Kepler-1849 b,CONFIRMED,4617,87,2020AJ....159..280B,23.87,0.59,2019ApJS..244...21S,38,16,2817,290,244,629,436,,,,1.87,2022AJ....163..179P,57.29,0,0,1,$2817^{+290}_{-244}$,$> 117$,Yes
9963265,K02299.01,Kepler-1819 b,CONFIRMED,5844,111,2020AJ....159..280B,17.45,0.27,2021ApJS..255...17S,,,2818,454,435,859,771,,,,27.01,2020AJ....160..108B,16.49,0,4,0,$2818^{+454}_{-435}$,--,--
5281113,K04411.01,Kepler-1602 b,CONFIRMED,6103,114,2020AJ....159..280B,12.40,0.12,SantosPrivComm,46,3,2818,465,655,751,1193,,,,1.03,2022AJ....163..179P,11.18,0,0,1,$2818^{+465}_{-655}$,$> 121$,Yes
5942808,K02250.01,Kepler-1814 b,CONFIRMED,4846,86,2020AJ....159..280B,24.54,0.63,2019ApJS..244...21S,5,18,2819,262,228,558,414,,,,2.44,2022AJ....163..179P,2.94,0,4,1,$2819^{+262}_{-228}$,$> 282$,Yes
5942808,K02250.02,Kepler-1814 c,CONFIRMED,4846,86,2020AJ....159..280B,24.54,0.63,2019ApJS..244...21S,5,18,2819,262,228,558,414,,,,1.57,2022AJ....163..179P,0.63,0,0,1,$2819^{+262}_{-228}$,$> 282$,Yes
11389771,K01436.01,Kepler-301 b,CONFIRMED,5576,91,2020AJ....159..280B,21.21,0.46,2021ApJS..255...17S,-11,12,2819,321,289,655,531,,,,1.28,10.26133/NEA4,2.51,0,0,1,$2819^{+321}_{-289}$,$> 868$,Yes
11389771,K01436.03,Kepler-301 c,CONFIRMED,5576,91,2020AJ....159..280B,21.21,0.46,2021ApJS..255...17S,-11,12,2819,321,289,655,531,,,,1.38,10.26133/NEA4,5.42,0,0,1,$2819^{+321}_{-289}$,$> 868$,Yes
11389771,K01436.02,Kepler-301 d,CONFIRMED,5576,91,2020AJ....159..280B,21.21,0.46,2021ApJS..255...17S,-11,12,2819,321,289,655,531,,,,1.66,10.26133/NEA4,13.75,0,0,1,$2819^{+321}_{-289}$,$> 868$,Yes
6428794,K04054.01,Kepler-1701 b,CONFIRMED,5216,91,2020AJ....159..280B,23.70,0.59,2019ApJS..244...21S,4,11,2828,285,247,609,449,,,,2.22,2020AJ....160..108B,169.14,0,0,1,$2828^{+285}_{-247}$,$> 574$,Yes
9704384,K01913.01,Kepler-1012 b,CONFIRMED,5552,85,2020AJ....159..280B,21.51,0.48,2021ApJS..255...17S,-8,23,2829,311,281,637,518,,,,1.27,2022AJ....163..179P,5.51,0,4,1,$2829^{+311}_{-281}$,$> 628$,Yes
8490993,K00911.01,Kepler-722 b,CONFIRMED,5790,104,2020AJ....159..280B,18.44,0.32,2021ApJS..255...17S,,,2830,410,385,794,694,,,,2.77,2020AJ....160..108B,4.09,0,4,0,$2830^{+410}_{-385}$,--,--
8490993,K00911.02,Kepler-722 c,CONFIRMED,5790,104,2020AJ....159..280B,18.44,0.32,2021ApJS..255...17S,,,2830,410,385,794,694,,,,3.32,2020AJ....160..108B,105.15,0,4,0,$2830^{+410}_{-385}$,--,--
5436338,K02835.01,Kepler-1880 b,CONFIRMED,4502,80,2020AJ....159..280B,23.21,0.56,2019ApJS..244...21S,-8,24,2831,318,264,690,467,,,,1.77,2022AJ....163..179P,6.31,0,0,1,$2831^{+318}_{-264}$,$> 180$,Yes
6381846,K00509.01,Kepler-171 b,CONFIRMED,5672,98,2020AJ....159..280B,20.21,0.41,2021ApJS..255...17S,-8,19,2837,353,323,707,589,,,,2.67,2020AJ....160..108B,4.17,0,0,1,$2837^{+353}_{-323}$,$> 693$,Yes
6381846,K00509.02,Kepler-171 c,CONFIRMED,5672,98,2020AJ....159..280B,20.21,0.41,2021ApJS..255...17S,-8,19,2837,353,323,707,589,,,,2.92,2020AJ....160..108B,11.46,0,0,1,$2837^{+353}_{-323}$,$> 693$,Yes
6381846,K00509.03,Kepler-171 d,CONFIRMED,5672,98,2020AJ....159..280B,20.21,0.41,2021ApJS..255...17S,-8,19,2837,353,323,707,589,,,,2.16,2020AJ....160..108B,39.6,0,0,1,$2837^{+353}_{-323}$,$> 693$,Yes
9101496,K01915.01,Kepler-335 b,CONFIRMED,5973,119,2020AJ....159..280B,15.10,0.16,2021ApJS..255...17S,34,6,2841,511,561,873,989,,,,2.89,2022AJ....163..179P,6.56,518,0,1,$2841^{+511}_{-561}$,$> 299$,Yes
9101496,K01915.02,Kepler-335 c,CONFIRMED,5973,119,2020AJ....159..280B,15.10,0.16,2021ApJS..255...17S,34,6,2841,511,561,873,989,,,,2.61,2022AJ....163..179P,67.84,518,0,1,$2841^{+511}_{-561}$,$> 299$,Yes
8183288,K03255.01,Kepler-437 b,CONFIRMED,4550,81,2019ApJS..244...21S,23.70,0.59,2019ApJS..244...21S,-2,17,2854,308,259,669,462,,,,1.56,10.26133/NEA4,66.65,512,0,1,$2854^{+308}_{-259}$,$> 204$,Yes
7825899,K00896.02,Kepler-248 b,CONFIRMED,5043,84,2020AJ....159..280B,24.54,0.63,2019ApJS..244...21S,-8,39,2859,274,239,587,436,,,,2.79,2020AJ....160..108B,6.31,0,0,1,$2859^{+274}_{-239}$,$> 295$,Yes
7825899,K00896.01,Kepler-248 c,CONFIRMED,5043,84,2020AJ....159..280B,24.54,0.63,2019ApJS..244...21S,-8,39,2859,274,239,587,436,,,,3.89,2020AJ....160..108B,16.24,0,0,1,$2859^{+274}_{-239}$,$> 295$,Yes
