kepid,kepoi_name,kepler_name,koi_disposition,adopted_Teff,adopted_Teff_err,adopted_Teff_provenance,Prot,Prot_err,Prot_provenance,li_eagles_LiEW,li_eagles_eLiEW,gyro_median,gyro_+1sigma,gyro_-1sigma,gyro_+2sigma,gyro_-2sigma,li_median,li_+1sigma,li_-1sigma,adopted_rp,adopted_rp_provenance,adopted_period,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,are_gyro_and_li_consistent
11046025,K01646.01,Kepler-1759 b,CONFIRMED,4783,82,2020AJ....159..280B,36.93,1.25,2019ApJS..244...21S,,,,,,256,621,,,,0.9,2020AJ....160..108B,3.72,0,0,0,$> 4000$,--,--
7455287,K00886.01,Kepler-54 b,CONFIRMED,3854,80,2020AJ....159..280B,34.22,1.11,2019ApJS..244...21S,17,31,,,,249,546,,,,1.91,2022AJ....163..179P,8.01,4,0,1,$> 4000$,$> 74$,Yes
7455287,K00886.02,Kepler-54 c,CONFIRMED,3854,80,2020AJ....159..280B,34.22,1.11,2019ApJS..244...21S,17,31,,,,249,546,,,,1.46,2022AJ....163..179P,12.07,4,0,1,$> 4000$,$> 74$,Yes
7455287,K00886.03,Kepler-54 d,CONFIRMED,3854,80,2020AJ....159..280B,34.22,1.11,2019ApJS..244...21S,17,31,,,,249,546,,,,1.46,2022AJ....163..179P,21.0,4,0,1,$> 4000$,$> 74$,Yes
5461440,K00504.01,Kepler-581 b,CONFIRMED,5747,117,2020AJ....159..280B,33.01,1.05,2021ApJS..255...17S,,,,,,247,547,,,,2.2,2020AJ....160..108B,40.61,0,0,0,$> 4000$,--,--
8226994,K00906.03,Kepler-250 b,CONFIRMED,5000,86,2020AJ....159..280B,36.96,1.25,2015ApJ...801....3M,-12,22,,,,243,617,,,,0.98,2020AJ....160..108B,4.15,4096,0,1,$> 4000$,$> 413$,Yes
8226994,K00906.01,Kepler-250 c,CONFIRMED,5000,86,2020AJ....159..280B,36.96,1.25,2015ApJ...801....3M,-12,22,,,,243,617,,,,2.25,2020AJ....160..108B,7.16,4096,0,1,$> 4000$,$> 413$,Yes
8226994,K00906.02,Kepler-250 d,CONFIRMED,5000,86,2020AJ....159..280B,36.96,1.25,2015ApJ...801....3M,-12,22,,,,243,617,,,,2.22,2020AJ....160..108B,17.65,4096,0,1,$> 4000$,$> 413$,Yes
8826007,K03266.01,Kepler-1450 b,CONFIRMED,4459,75,2020AJ....159..280B,35.18,1.16,2019ApJS..244...21S,1,11,,,,238,622,,,,1.76,2022AJ....163..179P,54.51,0,4,1,$> 4000$,$> 192$,Yes
4043190,K01220.01,Kepler-796 b,CONFIRMED,5575,139,2020AJ....159..280B,34.44,1.12,2021ApJS..255...17S,9,7,,,,228,579,,,,3.17,2020AJ....160..108B,6.4,518,4,1,$> 4000$,$> 734$,Yes
8278371,K01150.01,Kepler-780 b,CONFIRMED,5722,110,2020AJ....159..280B,33.53,1.08,2021ApJS..255...17S,21,6,,,,226,531,,,,0.9,10.26133/NEA4,0.68,646,0,1,$> 4000$,$> 592$,Yes
2987027,K00197.01,Kepler-489 b,CONFIRMED,4977,89,2020AJ....159..280B,37.45,1.27,2019ApJS..244...21S,2,23,,,,222,594,,,,7.39,2022AJ....163..179P,17.28,0,0,1,$> 4000$,$> 334$,Yes
3351888,K00801.01,Kepler-685 b,CONFIRMED,5667,97,2020AJ....159..280B,33.99,1.10,2021ApJS..255...17S,,,,,,220,530,,,,8.55,2020AJ....160..108B,1.63,0,0,0,$> 4000$,--,--
5978361,K00558.01,Kepler-1722 b,CONFIRMED,5564,102,2020AJ....159..280B,34.66,1.13,2021ApJS..255...17S,,,,,,217,552,,,,2.52,2020AJ....160..108B,9.18,256,0,0,$> 4000$,--,--
6382217,K02036.02,Kepler-353 b,CONFIRMED,4097,81,2020AJ....159..280B,31.93,1.00,2019ApJS..244...21S,13,13,,,,210,558,,,,1.16,2022AJ....163..179P,5.8,0,0,1,$> 4000$,$> 106$,Yes
6382217,K02036.01,Kepler-353 c,CONFIRMED,4097,81,2020AJ....159..280B,31.93,1.00,2019ApJS..244...21S,13,13,,,,210,558,,,,1.74,2022AJ....163..179P,8.41,0,4,1,$> 4000$,$> 106$,Yes
9718066,K02287.01,Kepler-378 b,CONFIRMED,4620,72,2020AJ....159..280B,37.19,1.26,2019ApJS..244...21S,9,8,,,,210,576,,,,1.05,2020AJ....160..108B,16.09,0,4,1,$> 4000$,$> 215$,Yes
9718066,K02287.02,Kepler-378 c,CONFIRMED,4620,72,2020AJ....159..280B,37.19,1.26,2019ApJS..244...21S,9,8,,,,210,576,,,,0.84,2020AJ....160..108B,28.91,0,4,1,$> 4000$,$> 215$,Yes
7273277,K01979.01,Kepler-1035 b,CONFIRMED,5757,107,2020AJ....159..280B,33.73,1.09,2021ApJS..255...17S,34,10,,,,204,502,,,,1.38,10.26133/NEA4,2.71,640,4,1,$> 4000$,$> 378$,Yes
9177629,K02522.01,Kepler-1848 b,CONFIRMED,4766,75,2020AJ....159..280B,37.97,1.30,2019ApJS..244...21S,9,7,,,,204,566,,,,1.16,2022AJ....163..179P,5.6,0,0,1,$> 4000$,$> 267$,Yes
7220429,K01700.01,Kepler-931 b,CONFIRMED,5044,151,2019ApJS..244...21S,37.71,1.29,2019ApJS..244...21S,,,,,,202,571,,,,1.54,10.26133/NEA4,8.04,512,4,0,$> 4000$,--,--
11701407,K02376.01,Kepler-1214 b,CONFIRMED,5113,95,2020AJ....159..280B,37.46,1.27,2021ApJS..255...17S,,,,,,201,572,,,,2.13,2020AJ....160..108B,18.83,0,0,0,$> 4000$,--,--
5209845,K02883.01,Kepler-1378 b,CONFIRMED,4244,87,2020AJ....159..280B,33.52,1.08,2019ApJS..244...21S,25,14,,,,199,590,,,,1.78,2022AJ....163..179P,11.95,1024,0,1,$> 4000$,$> 107$,Yes
11923270,K00781.01,Kepler-676 b,CONFIRMED,3830,77,2020AJ....159..280B,36.17,1.21,2019ApJS..244...21S,-8,46,,,,189,468,,,,3.01,2022AJ....163..179P,11.6,0,0,1,$> 4000$,$> 73$,Yes
8242434,K01726.01,Kepler-942 b,CONFIRMED,4676,74,2020AJ....159..280B,38.24,1.31,2019ApJS..244...21S,2,6,,,,182,536,,,,2.06,2020AJ....160..108B,44.96,0,0,1,$> 4000$,$> 261$,Yes
10975146,K01300.01,Kepler-808 b,CONFIRMED,4572,86,2020AJ....159..280B,37.71,1.29,2019ApJS..244...21S,6,15,,,,180,539,,,,1.2,10.26133/NEA4,0.63,384,0,1,$> 4000$,$> 199$,Yes
5357545,K02219.01,Kepler-1809 b,CONFIRMED,4901,78,2019ApJS..244...21S,38.77,1.34,2019ApJS..244...21S,7,6,,,,177,530,,,,1.23,10.26133/NEA4,3.76,0,0,1,$> 4000$,$> 358$,Yes
12352520,K03094.01,Kepler-1904 b,CONFIRMED,3879,70,2020AJ....159..280B,35.68,1.18,2019ApJS..244...21S,-24,31,,,,176,478,,,,1.36,2022AJ....163..179P,4.58,4,0,1,$> 4000$,$> 83$,Yes
10922659,K03335.01,Kepler-1916 b,CONFIRMED,6055,119,2020AJ....159..280B,31.50,0.97,SantosPrivComm,,,,,,173,457,,,,2.4,2020AJ....160..108B,31.25,0,0,0,$> 4000$,--,--
6425957,K00663.01,Kepler-205 b,CONFIRMED,4279,79,2020AJ....159..280B,34.71,1.14,2019ApJS..244...21S,8,8,,,,172,540,,,,1.49,2020AJ....160..108B,2.76,0,0,1,$> 4000$,$> 150$,Yes
6425957,K00663.02,Kepler-205 c,CONFIRMED,4279,79,2020AJ....159..280B,34.71,1.14,2019ApJS..244...21S,8,8,,,,172,540,,,,1.71,2020AJ....160..108B,20.31,0,0,1,$> 4000$,$> 150$,Yes
5735762,K00148.01,Kepler-48 b,CONFIRMED,5114,79,2020AJ....159..280B,38.35,1.32,2018MNRAS.474.2094A,10,3,,,,169,523,,,,1.8,2022AJ....163..179P,4.78,4096,0,1,$> 4000$,$> 495$,Yes
5735762,K00148.02,Kepler-48 c,CONFIRMED,5114,79,2020AJ....159..280B,38.35,1.32,2018MNRAS.474.2094A,10,3,,,,169,523,,,,2.55,2022AJ....163..179P,9.67,4096,0,1,$> 4000$,$> 495$,Yes
5735762,K00148.03,Kepler-48 d,CONFIRMED,5114,79,2020AJ....159..280B,38.35,1.32,2018MNRAS.474.2094A,10,3,,,,169,523,,,,1.96,2022AJ....163..179P,42.9,4096,0,1,$> 4000$,$> 495$,Yes
10388286,K00596.01,Kepler-617 b,CONFIRMED,3827,79,2020AJ....159..280B,36.93,1.25,2019ApJS..244...21S,24,20,,,,167,440,,,,1.44,2022AJ....163..179P,1.68,4,0,1,$> 4000$,$> 69$,Yes
10022908,K01586.01,Kepler-900 b,CONFIRMED,4684,80,2020AJ....159..280B,38.78,1.34,2019ApJS..244...21S,-19,32,,,,166,511,,,,1.69,2022AJ....163..179P,6.99,0,0,1,$> 4000$,$> 215$,Yes
11129738,K01427.01,Kepler-844 b,CONFIRMED,4201,80,2020AJ....159..280B,33.98,1.10,2019ApJS..244...21S,17,23,,,,162,519,,,,1.54,2022AJ....163..179P,2.61,0,4,1,$> 4000$,$> 112$,Yes
3338885,K01845.01,Kepler-975 b,CONFIRMED,4839,75,2020AJ....159..280B,39.31,1.37,2021ApJS..255...17S,13,19,,,,161,503,,,,1.62,2022AJ....163..179P,1.97,0,4,1,$> 4000$,$> 247$,Yes
3338885,K01845.02,Kepler-975 c,CONFIRMED,4839,75,2020AJ....159..280B,39.31,1.37,2021ApJS..255...17S,13,19,,,,161,503,,,,2.24,2022AJ....163..179P,5.06,0,4,1,$> 4000$,$> 247$,Yes
10730070,K04335.01,Kepler-1590 b,CONFIRMED,5877,102,2020AJ....159..280B,33.92,1.10,2021ApJS..255...17S,-1,7,,,,155,431,,,,0.95,2022AJ....163..179P,7.62,0,0,1,$> 4000$,$> 758$,Yes
11194032,K00348.01,Kepler-533 b,CONFIRMED,4609,71,2020AJ....159..280B,38.77,1.34,2019ApJS..244...21S,3,5,,,,155,492,,,,3.04,2022AJ....163..179P,28.51,0,0,1,$> 4000$,$> 236$,Yes
12785320,K00298.01,Kepler-515 b,CONFIRMED,5250,105,2021ApJS..255...17S,38.23,1.31,2021ApJS..255...17S,-1,9,,,,154,498,,,,1.5,10.26133/NEA4,19.96,256,4,1,$> 4000$,$> 663$,Yes
5005121,K02237.01,Kepler-1811 b,CONFIRMED,5720,111,2020AJ....159..280B,35.37,1.17,2021ApJS..255...17S,,,,,,152,449,,,,2.82,2020AJ....160..108B,76.42,512,0,0,$> 4000$,--,--
9221517,K02281.01,Kepler-1173 b,CONFIRMED,4934,75,2020AJ....159..280B,39.59,1.38,2019ApJS..244...21S,7,12,,,,152,487,,,,0.82,2022AJ....163..179P,0.77,0,0,1,$> 4000$,$> 349$,Yes
11853255,K00778.01,Kepler-674 b,CONFIRMED,4255,82,2020AJ....159..280B,35.19,1.16,2019ApJS..244...21S,22,17,,,,151,502,,,,1.87,2022AJ....163..179P,2.24,0,4,1,$> 4000$,$> 116$,Yes
8120608,K00571.03,Kepler-186 b,CONFIRMED,4023,62,2020AJ....159..280B,33.75,1.09,2019ApJS..244...21S,11,18,,,,151,457,,,,1.19,2022AJ....163..179P,3.89,0,0,1,$> 4000$,$> 97$,Yes
8120608,K00571.01,Kepler-186 c,CONFIRMED,4023,62,2020AJ....159..280B,33.75,1.09,2019ApJS..244...21S,11,18,,,,151,457,,,,1.41,2022AJ....163..179P,7.27,0,0,1,$> 4000$,$> 97$,Yes
8120608,K00571.02,Kepler-186 d,CONFIRMED,4023,62,2020AJ....159..280B,33.75,1.09,2019ApJS..244...21S,11,18,,,,151,457,,,,1.56,2022AJ....163..179P,13.34,0,0,1,$> 4000$,$> 97$,Yes
8120608,K00571.04,Kepler-186 e,CONFIRMED,4023,62,2020AJ....159..280B,33.75,1.09,2019ApJS..244...21S,11,18,,,,151,457,,,,1.42,2022AJ....163..179P,22.41,0,0,1,$> 4000$,$> 97$,Yes
6497146,K03284.01,Kepler-438 b,CONFIRMED,3957,85,2020AJ....159..280B,35.88,1.19,SantosPrivComm,-8,46,,,,146,459,,,,0.97,10.26133/NEA4,35.23,384,0,1,$> 4000$,$> 83$,Yes
7135852,K00875.01,Kepler-1729 b,CONFIRMED,4548,82,2020AJ....159..280B,38.77,1.34,2019ApJS..244...21S,10,12,,,,145,477,,,,3.63,2022AJ....163..179P,4.22,0,0,1,$> 4000$,$> 188$,Yes
11401182,K01428.01,Kepler-845 b,CONFIRMED,4815,83,2020AJ....159..280B,40.42,1.42,2019ApJS..244...21S,-11,9,,,,133,448,,,,1.58,2022AJ....163..179P,0.93,0,0,1,$> 4000$,$> 365$,Yes
9787239,K00952.01,Kepler-32 b,CONFIRMED,3931,77,2020AJ....159..280B,36.94,1.25,2019ApJS..244...21S,21,24,,,,132,421,,,,2.24,2022AJ....163..179P,5.9,0,0,1,$> 4000$,$> 77$,Yes
9787239,K00952.02,Kepler-32 c,CONFIRMED,3931,77,2020AJ....159..280B,36.94,1.25,2019ApJS..244...21S,21,24,,,,132,421,,,,2.13,2022AJ....163..179P,8.75,0,0,1,$> 4000$,$> 77$,Yes
9787239,K00952.03,Kepler-32 d,CONFIRMED,3931,77,2020AJ....159..280B,36.94,1.25,2019ApJS..244...21S,21,24,,,,132,421,,,,2.52,2022AJ....163..179P,22.78,0,0,1,$> 4000$,$> 77$,Yes
9787239,K00952.04,Kepler-32 e,CONFIRMED,3931,77,2020AJ....159..280B,36.94,1.25,2019ApJS..244...21S,21,24,,,,132,421,,,,1.43,2022AJ....163..179P,2.9,0,0,1,$> 4000$,$> 77$,Yes
9787239,K00952.05,Kepler-32 f,CONFIRMED,3931,77,2020AJ....159..280B,36.94,1.25,2019ApJS..244...21S,21,24,,,,132,421,,,,2.08,2022AJ....163..179P,0.74,0,0,1,$> 4000$,$> 77$,Yes
9875711,K00956.01,Kepler-742 b,CONFIRMED,4550,76,2020AJ....159..280B,39.59,1.38,2019ApJS..244...21S,35,16,,,,127,438,,,,3.12,2022AJ....163..179P,8.36,1024,0,1,$> 4000$,$> 121$,Yes
11192235,K02329.01,Kepler-1826 b,CONFIRMED,4099,69,2020AJ....159..280B,34.46,1.12,2019ApJS..244...21S,13,20,,,,125,416,,,,1.36,2022AJ....163..179P,1.62,0,4,1,$> 4000$,$> 101$,Yes
11752906,K00253.01,Kepler-2000 b,CONFIRMED,3990,100,2020AJ....159..280B,37.71,1.29,2019ApJS..244...21S,11,30,,,,123,403,,,,3.18,2022AJ....163..179P,6.38,0,0,1,$> 4000$,$> 87$,Yes
11752906,K00253.02,Kepler-2000 c,CONFIRMED,3990,100,2020AJ....159..280B,37.71,1.29,2019ApJS..244...21S,11,30,,,,123,403,,,,1.83,2022AJ....163..179P,20.62,0,0,1,$> 4000$,$> 87$,Yes
7877978,K02760.01,Kepler-1874 b,CONFIRMED,4701,84,2019ApJS..244...21S,40.70,1.44,2019ApJS..244...21S,1,17,,,,123,425,,,,2.69,10.26133/NEA4,56.57,640,4,1,$> 4000$,$> 244$,Yes
3444588,K01202.01,Kepler-787 b,CONFIRMED,4248,80,2020AJ....159..280B,36.43,1.22,2019ApJS..244...21S,28,18,,,,123,438,,,,1.34,2022AJ....163..179P,0.93,0,0,1,$> 4000$,$> 103$,Yes
7810483,K01943.01,Kepler-1676 b,CONFIRMED,6165,129,2020AJ....159..280B,32.40,1.02,2021ApJS..255...17S,,,,,,120,383,,,,3.09,10.26133/NEA4,29.92,900,0,0,$> 4000$,--,--
5686174,K00610.01,Kepler-622 b,CONFIRMED,4217,72,2020AJ....159..280B,36.18,1.21,2019ApJS..244...21S,24,21,,,,115,415,,,,2.08,2022AJ....163..179P,14.28,0,0,1,$> 4000$,$> 106$,Yes
4139816,K00812.01,Kepler-235 b,CONFIRMED,4293,90,2020AJ....159..280B,38.77,1.34,2019ApJS..244...21S,7,31,,,,102,386,,,,2.48,2022AJ....163..179P,3.34,0,0,1,$> 4000$,$> 130$,Yes
4139816,K00812.04,Kepler-235 c,CONFIRMED,4293,90,2020AJ....159..280B,38.77,1.34,2019ApJS..244...21S,7,31,,,,102,386,,,,1.4,2022AJ....163..179P,7.83,0,0,1,$> 4000$,$> 130$,Yes
4139816,K00812.02,Kepler-235 d,CONFIRMED,4293,90,2020AJ....159..280B,38.77,1.34,2019ApJS..244...21S,7,31,,,,102,386,,,,2.36,2022AJ....163..179P,20.06,0,0,1,$> 4000$,$> 130$,Yes
4139816,K00812.03,Kepler-235 e,CONFIRMED,4293,90,2020AJ....159..280B,38.77,1.34,2019ApJS..244...21S,7,31,,,,102,386,,,,2.29,2022AJ....163..179P,46.18,0,0,1,$> 4000$,$> 130$,Yes
8481129,K02402.01,Kepler-1223 b,CONFIRMED,4725,77,2020AJ....159..280B,42.43,1.52,2019ApJS..244...21S,11,8,,,,97,362,,,,1.24,2022AJ....163..179P,16.3,0,4,1,$> 4000$,$> 241$,Yes
9475552,K02694.01,Kepler-1315 b,CONFIRMED,4638,74,2020AJ....159..280B,42.13,1.51,2019ApJS..244...21S,4,26,,,,96,360,,,,1.34,2022AJ....163..179P,0.84,0,0,1,$> 4000$,$> 194$,Yes
9475552,K02694.02,Kepler-1315 c,CONFIRMED,4638,74,2020AJ....159..280B,42.13,1.51,2019ApJS..244...21S,4,26,,,,96,360,,,,1.45,2022AJ....163..179P,6.57,0,0,1,$> 4000$,$> 194$,Yes
7046804,K00205.01,Kepler-492 b,CONFIRMED,5373,104,2020AJ....159..280B,40.70,1.44,2021ApJS..255...17S,,,,,,94,355,,,,8.6,2020AJ....160..108B,11.72,1024,0,0,$> 4000$,--,--
5629538,K02345.01,Kepler-1201 b,CONFIRMED,6001,110,2020AJ....159..280B,35.88,1.19,2021ApJS..255...17S,,,,,,88,312,,,,1.93,2020AJ....160..108B,15.19,0,4,0,$> 4000$,--,--
10340423,K00736.02,Kepler-225 b,CONFIRMED,4330,84,2020AJ....159..280B,40.42,1.42,2019ApJS..244...21S,-8,21,,,,87,340,,,,1.71,2022AJ....163..179P,6.74,0,0,1,$> 4000$,$> 155$,Yes
10340423,K00736.01,Kepler-225 c,CONFIRMED,4330,84,2020AJ....159..280B,40.42,1.42,2019ApJS..244...21S,-8,21,,,,87,340,,,,2.72,2022AJ....163..179P,18.79,0,0,1,$> 4000$,$> 155$,Yes
10718726,K00600.01,Kepler-618 b,CONFIRMED,5931,116,2020AJ....159..280B,37.14,1.26,2021ApJS..255...17S,-16,18,,,,83,302,,,,2.36,2020AJ....160..108B,3.6,512,0,1,$> 4000$,$> 606$,Yes
8742590,K01281.01,Kepler-1742 b,CONFIRMED,5647,98,2020AJ....159..280B,39.57,1.38,2021ApJS..255...17S,,,,,,81,305,,,,1.88,2020AJ....160..108B,49.48,0,0,0,$> 4000$,--,--
8570333,K02436.01,Kepler-1237 b,CONFIRMED,5167,104,2020AJ....159..280B,43.32,1.57,2021ApJS..255...17S,,,,,,81,320,,,,2.55,2020AJ....160..108B,84.57,0,0,0,$> 4000$,--,--
5084942,K00161.01,Kepler-475 b,CONFIRMED,4773,71,2020AJ....159..280B,44.23,1.61,2019ApJS..244...21S,9,16,,,,79,311,,,,2.39,2022AJ....163..179P,3.11,0,0,1,$> 4000$,$> 247$,Yes
8247771,K02344.01,Kepler-1200 b,CONFIRMED,4564,84,2020AJ....159..280B,44.22,1.61,2019ApJS..244...21S,5,17,,,,72,292,,,,1.11,2022AJ....163..179P,1.12,0,0,1,$> 4000$,$> 197$,Yes
5357901,K00188.01,Kepler-425 b,CONFIRMED,5139,87,2020AJ....159..280B,44.53,1.63,2019ApJS..244...21S,,,,,,72,291,,,,10.27,2020AJ....160..108B,3.8,0,0,0,$> 4000$,--,--
7871954,K01515.01,Kepler-303 b,CONFIRMED,4241,71,2020AJ....159..280B,40.69,1.43,2019ApJS..244...21S,5,16,,,,70,285,,,,1.08,2022AJ....163..179P,1.94,0,0,1,$> 4000$,$> 140$,Yes
7871954,K01515.02,Kepler-303 c,CONFIRMED,4241,71,2020AJ....159..280B,40.69,1.43,2019ApJS..244...21S,5,16,,,,70,285,,,,1.34,2022AJ....163..179P,7.06,0,4,1,$> 4000$,$> 140$,Yes
10118816,K01085.01,Kepler-1735 b,CONFIRMED,4074,71,2020AJ....159..280B,39.86,1.39,2019ApJS..244...21S,16,31,,,,65,263,,,,0.97,2022AJ....163..179P,7.72,0,0,1,$> 4000$,$> 91$,Yes
9837661,K02715.01,Kepler-1321 b,CONFIRMED,4119,96,2020AJ....159..280B,43.02,1.55,2019ApJS..244...21S,,,,,,63,243,,,,5.41,2020AJ....160..108B,11.13,512,0,0,$> 4000$,--,--
9837661,K02715.02,Kepler-1321 c,CONFIRMED,4119,96,2020AJ....159..280B,43.02,1.55,2019ApJS..244...21S,,,,,,63,243,,,,2.82,2020AJ....160..108B,2.23,512,0,0,$> 4000$,--,--
9837661,K02715.03,Kepler-1321 d,CONFIRMED,4119,96,2020AJ....159..280B,43.02,1.55,2019ApJS..244...21S,,,,,,63,243,,,,2.38,2020AJ....160..108B,5.72,512,0,0,$> 4000$,--,--
6761777,K04571.01,Kepler-1615 b,CONFIRMED,5907,106,2020AJ....159..280B,40.37,1.42,2021ApJS..255...17S,,,,,,54,219,,,,3.05,2020AJ....160..108B,47.31,1542,4,0,$> 4000$,--,--
11718389,K04444.01,Kepler-1956 b,CONFIRMED,4132,60,2020AJ....159..280B,40.42,1.42,2019ApJS..244...21S,5,24,,,,54,228,,,,0.99,2022AJ....163..179P,5.94,1024,0,1,$> 4000$,$> 111$,Yes
10386984,K00739.01,Kepler-658 b,CONFIRMED,4199,58,2020AJ....159..280B,42.14,1.51,2019ApJS..244...21S,17,17,,,,54,228,,,,1.82,2022AJ....163..179P,1.29,0,0,1,$> 4000$,$> 113$,Yes
10350571,K01175.01,Kepler-784 b,CONFIRMED,5649,121,2020AJ....159..280B,44.79,1.64,2021ApJS..255...17S,41,3,,,,47,203,,,,3.43,2020AJ....160..108B,31.59,518,0,1,$> 4000$,$> 331$,Yes
10350571,K01175.02,Kepler-784 c,CONFIRMED,5649,121,2020AJ....159..280B,44.79,1.64,2021ApJS..255...17S,41,3,,,,47,203,,,,2.98,2020AJ....160..108B,17.16,518,0,1,$> 4000$,$> 331$,Yes
7673841,K02585.01,Kepler-392 b,CONFIRMED,6176,122,2020AJ....159..280B,nan,nan,,-40,9,,,,,,,,,0.97,2022AJ....163..179P,5.34,0,0,1,--,$> 13$,--
10094670,K01984.01,Kepler-1677 b,CONFIRMED,6477,108,2020AJ....159..280B,13.28,0.13,2021ApJS..255...17S,51,3,,,,,,,,,2.3,2022AJ....163..179P,22.06,1,4,1,--,$> 26$,--
11656246,K01532.01,Kepler-885 b,CONFIRMED,6403,124,2020AJ....159..280B,10.33,0.10,2015ApJ...801....3M,53,4,,,,,,,,,2.21,2022AJ....163..179P,18.11,4101,4,1,--,$> 29$,--
9347899,K00935.01,Kepler-31 b,CONFIRMED,6436,124,2020AJ....159..280B,nan,nan,,59,45,,,,,,,,,5.32,2020AJ....160..108B,20.86,1,0,1,--,$> 34$,--
9347899,K00935.02,Kepler-31 c,CONFIRMED,6436,124,2020AJ....159..280B,nan,nan,,59,45,,,,,,,,,5.06,2020AJ....160..108B,42.63,1,0,1,--,$> 34$,--
9347899,K00935.03,Kepler-31 d,CONFIRMED,6436,124,2020AJ....159..280B,nan,nan,,59,45,,,,,,,,,3.88,2020AJ....160..108B,87.65,1,0,1,--,$> 34$,--
4548098,K04157.01,Kepler-1982 b,CONFIRMED,6340,122,2020AJ....159..280B,5.92,0.06,2021ApJS..255...17S,53,3,,,,,,,,,0.86,2022AJ....163..179P,3.82,5,0,1,--,$> 36$,--
10264660,K00098.01,Kepler-14 b,CONFIRMED,6372,,2017ApJS..229...30M,nan,nan,,50,3,,,,,,,,,9.86,10.26133/NEA4,6.79,802,0,1,--,$> 37$,--
4138951,K02866.01,Kepler-1373 b,CONFIRMED,6490,130,2020AJ....159..280B,nan,nan,,-21,8,,,,,,,,,0.89,10.26133/NEA4,1.29,135,0,1,--,$> 39$,--
8191672,K00018.01,Kepler-5 b,CONFIRMED,6403,140,2020AJ....159..280B,nan,nan,,48,1,,,,,,,,,14.88,2022AJ....163..179P,3.55,519,0,1,--,$> 39$,--
2854914,K01113.01,Kepler-268 b,CONFIRMED,6320,120,2020AJ....159..280B,nan,nan,,50,3,,,,,,,,,2.57,2022AJ....163..179P,25.93,1,0,1,--,$> 45$,--
2854914,K01113.02,Kepler-268 c,CONFIRMED,6320,120,2020AJ....159..280B,nan,nan,,50,3,,,,,,,,,2.83,2022AJ....163..179P,83.45,1,0,1,--,$> 45$,--
7175184,K00369.01,Kepler-144 b,CONFIRMED,6423,114,2020AJ....159..280B,8.10,0.08,2021ApJS..255...17S,44,3,,,,,,,,,1.27,2022AJ....163..179P,5.89,1,0,1,--,$> 46$,--
7175184,K00369.02,Kepler-144 c,CONFIRMED,6423,114,2020AJ....159..280B,8.10,0.08,2021ApJS..255...17S,44,3,,,,,,,,,1.27,2022AJ....163..179P,10.1,1,0,1,--,$> 46$,--
5124667,K01822.01,Kepler-1672 b,CONFIRMED,6463,108,2020AJ....159..280B,10.70,0.11,2021ApJS..255...17S,42,3,,,,,,,,,2.73,2022AJ....163..179P,150.88,1,0,1,--,$> 46$,--
6291837,K00308.01,Kepler-1715 b,CONFIRMED,6277,133,2020AJ....159..280B,5.69,0.06,2021ApJS..255...17S,52,4,,,,,,,,,3.72,10.26133/NEA4,35.6,133,4,1,--,$> 46$,--
8561063,K00961.01,Kepler-42 b,CONFIRMED,3428,52,2020AJ....159..280B,nan,nan,,-128,92,,,,,,,,,0.91,2020AJ....160..108B,1.21,517,4,1,--,$> 47$,--
8561063,K00961.02,Kepler-42 c,CONFIRMED,3428,52,2020AJ....159..280B,nan,nan,,-128,92,,,,,,,,,0.88,2020AJ....160..108B,0.45,517,4,1,--,$> 47$,--
8561063,K00961.03,Kepler-42 d,CONFIRMED,3428,52,2020AJ....159..280B,nan,nan,,-128,92,,,,,,,,,0.77,2020AJ....160..108B,1.87,517,0,1,--,$> 47$,--
11342416,K02366.01,Kepler-1209 b,CONFIRMED,6381,120,2020AJ....159..280B,9.39,0.09,2018MNRAS.474.2094A,46,5,,,,,,,,,1.33,2022AJ....163..179P,25.37,4097,4,1,--,$> 47$,--
6444896,K03138.01,Kepler-1649 b,CONFIRMED,3396,66,2020AJ....159..280B,nan,nan,,-107,90,,,,,,,,,0.97,2020AJ....160..108B,8.69,1541,0,1,--,$> 47$,--
12206313,K02714.01,Kepler-401 b,CONFIRMED,6256,125,2020AJ....159..280B,nan,nan,,52,3,,,,,,,,,2.32,2022AJ....163..179P,14.38,7,0,1,--,$> 50$,--
12206313,K02714.02,Kepler-401 c,CONFIRMED,6256,125,2020AJ....159..280B,nan,nan,,52,3,,,,,,,,,2.83,2022AJ....163..179P,47.32,7,0,1,--,$> 50$,--
12206313,K02714.03,Kepler-401 d,CONFIRMED,6256,125,2020AJ....159..280B,nan,nan,,52,3,,,,,,,,,2.96,2022AJ....163..179P,184.26,7,4,1,--,$> 50$,--
6026924,K04276.01,Kepler-1580 b,CONFIRMED,6374,126,2020AJ....159..280B,15.82,0.19,2021ApJS..255...17S,45,4,,,,,,,,,2.57,2022AJ....163..179P,56.64,519,0,1,--,$> 51$,--
7831264,K00171.01,Kepler-116 b,CONFIRMED,6452,124,2020AJ....159..280B,8.83,0.09,2018MNRAS.474.2094A,40,3,,,,,,,,,3.18,2022AJ....163..179P,5.97,5125,0,1,--,$> 56$,--
7831264,K00171.02,Kepler-116 c,CONFIRMED,6452,124,2020AJ....159..280B,8.83,0.09,2018MNRAS.474.2094A,40,3,,,,,,,,,2.23,2022AJ....163..179P,13.07,5125,0,1,--,$> 56$,--
